scientific name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Carex setigera var. schlagintweitiana,Ğ¡³¤¾¥Ş·²İ,NA,NA,NA,NA,NA,Cyperaceae,CB
Carex setosa,´ÌÃ«Ş·²İ,6,7,6,7,NA,Cyperaceae,CB
Carex stipitinux,±ú¹ûŞ·²İ,6,9,6,9,NA,Cyperaceae,CB
Carex tapintzensis,´óÆº×ÓŞ·²İ,NA,NA,NA,NA,NA,Cyperaceae,CB
Carex teres,²ÚÃ¢Ş·²İ,6,6,6,6,Carex,Cyperaceae,CB
Carex yunnanensis,ÔÆÄÏŞ·²İ,5,6,5,6,Carex,Cyperaceae,CB
Carlemannia tetragona,ÏãÜç,8,8,8,8,Carlemannia,Rubiaceae,CB
Carpesium cernuum,ÑÌ¹ÜÍ·²İ,6,8,9,10,NA,Asteraceae,CB
Carpesium cordatum,ĞÄÒ¶ÌìÃû¾«,7,8,9,10,NA,Asteraceae,CB
Carpesium divaricatum,½ğÍÚ¶ú,7,10,10,11,NA,Asteraceae,CB
Carpesium humile,°«ÌìÃû¾«,7,9,9,10,NA,Asteraceae,CB
Carpesium lipskyi,¸ßÔ­ÌìÃû¾«,7,8,8,10,NA,Asteraceae,CB
Carpesium nepalense,Äá²´¶ûÌìÃû¾«,6,9,9,11,NA,Asteraceae,CB
Carpesium scapiforme,İã¾¥ÌìÃû¾«,7,9,9,10,NA,Asteraceae,CB
Carpesium trachelifolium,´Ö³İÌìÃû¾«,NA,NA,NA,NA,NA,Asteraceae,CB
Carpesium triste,°µ»¨½ğÍÚ¶ú,7,8,9,10,NA,Asteraceae,CB
Carpinus mollicoma,ÈíÃ«¶ì¶úèÀ,5,6,7,9,NA,Betulaceae,WD
Carpinus monbeigiana,ÔÆÄÏ¶ì¶úèÀ,5,6,7,8,NA,Betulaceae,WD
Carpinus viminea,À×¹«¶ì¶úèÀ,4,6,7,9,NA,Betulaceae,WD
Carpinus viminea var. chiukiangensis,¹±É½¶ì¶úèÀ,NA,NA,NA,NA,NA,Betulaceae,WD
Carum buriaticum,Ìï¸ğÂÆ×Ó,5,7,8,10,NA,Apiaceae,CB
Caryopteris forrestii,»ÒÃ«İµ,8,9,6,10,Caryopteris,Verbenaceae,WD
Caryopteris forrestii var. minor,Ğ¡Ò¶»ÒÃ«İµ,NA,NA,NA,NA,NA,Verbenaceae,WD
Caryopteris trichosphaera,Ã«Çòİµ,8,9,8,9,Caryopteris,Verbenaceae,WD
Caryota obtusa,¶­×Ø,NA,NA,NA,NA,NA,Arecaceae,WD
Casearia glomerata,Çò»¨½Å¹Ç´à,8,12,10,5,Casearia,Flacourtiaceae,WD
Cassiope abbreviata,¶Ì¹£½õÌĞ»¨,5,7,NA,NA,Cassiope,Ericaceae,WD
Cassiope fastigiata,É¨Öã½õÌĞ»¨,5,7,8,9,Cassiope,Ericaceae,WD
Cassiope pectinata,ó÷Ò¶½õÌĞ»¨,5,7,8,10,Cassiope,Ericaceae,WD
Cassiope selaginoides,½õÌĞ»¨,4,5,6,7,Cassiope,Ericaceae,WD
Cassiope wardii,³¤Ã«½õÌĞ»¨,5,6,7,9,Cassiope,Ericaceae,WD
Castanea henryi,×¶Àõ,5,7,9,10,NA,Fagaceae,WD
Castanea mollissima,Àõ,4,6,8,10,NA,Fagaceae,WD
Castanopsis argyrophylla,ÒøÒ¶×¶,5,6,´ÎÄê10,´ÎÄê12,Castanopsis,Fagaceae,WD
Castanopsis ceratacantha,ÍßÉ½×¶,4,5,´ÎÄê9,´ÎÄê12,NA,Fagaceae,WD
Castanopsis clarkei,Àâ´Ì×¶,3,5,´ÎÄê10,´ÎÄê12,Castanopsis,Fagaceae,WD
Castanopsis echidnocarpa,¶Ì´Ì×¶,NA,NA,NA,NA,NA,Fagaceae,WD
Castanopsis echinocarpa,¶Ì´Ì×¶,4,5,´ÎÄê9,´ÎÄê10,Castanopsis,Fagaceae,WD
Castanopsis ferox,Ë¼Ã©×¶,8,10,´ÎÄê9,´ÎÄê11,Castanopsis,Fagaceae,WD
Castanopsis hystrix,ºì×¶,4,6,´ÎÄê8,´ÎÄê11,NA,Fagaceae,WD
Castanopsis indica,Ó¡¶È×¶,3,5,´ÎÄê9,´ÎÄê11,Castanopsis,Fagaceae,WD
Castanopsis longispina,³¤´Ì×¶,NA,NA,NA,NA,NA,Fagaceae,WD
Castanopsis rockii,ÁúÁê×¶,NA,NA,10,11,NA,Fagaceae,WD
Castanopsis rufescens,±äÉ«×¶,NA,NA,NA,NA,NA,Fagaceae,WD
Castanopsis tribuloides,İğŞ¼×¶,4,5,´ÎÄê9,´ÎÄê10,Castanopsis,Fagaceae,WD
Castanopsis wattii,ÌÚ³åèà,7,9,´ÎÄê8,´ÎÄê10,Castanopsis,Fagaceae,WD
Catabrosa aquatica,ÑØ¹µ²İ,4,8,NA,NA,Catabrosa,Poaceae,CB
Catabrosa aquatica var. angusta,Õ­ÑØ¹µ²İ,4,9,4,9,NA,Poaceae,CB
Catabrosa capusii,³¤Ó±ÑØ¹µ²İ,6,8,NA,NA,NA,Poaceae,CB
Catalpa tibetica,²Øé±,5,6,8,8,NA,Bignoniaceae,WD
Caulophyllum robustum,ºìÃ«Ê¿,5,6,7,7,Caulophyllum,Berberidaceae,CB
Cautleya cathcartii,¶à»¨¾àÒ©½ª,6,6,NA,NA,Cautleya,Zingiberaceae,CB
Cautleya gracilis,¾àÒ©½ª,8,9,9,11,Cautleya,Zingiberaceae,CB
Cautleya spicata,ºì°ú¾àÒ©½ª,7,7,9,10,Cautleya,Zingiberaceae,CB
Cavea tanguensis,İã¾Õ,5,9,8,8,Cavea,Asteraceae,CB
Cayratia geniculata,Ï¥ÇúÎÚİüİ®,1,5,5,11,Cayratia,Vitaceae,WD
Cayratia medogensis,Ä«ÍÑÎÚİüİ®,5,5,NA,NA,NA,Vitaceae,WD
Celastrus glaucophyllus,»ÒÒ¶ÄÏÉßÌÙ,3,6,9,10,Celastrus,Celastraceae,WD
Celastrus hookeri,µá±ßÄÏÉßÌÙ,5,6,7,9,Celastrus,Celastraceae,WD
Celastrus monospermus,¶À×ÓÌÙ,3,6,6,10,Celastrus,Celastraceae,WD
Celastrus paniculatus,µÆÓÍÌÙ,4,6,6,9,Celastrus,Celastraceae,WD
Celastrus rugosus,ÖåÒ¶ÄÏÉßÌÙ,5,6,8,10,NA,Celastraceae,WD
Celastrus stylosus,ÏÔÖùÄÏÉßÌÙ,3,5,8,10,Celastrus,Celastraceae,WD
Celastrus vaniotii,³¤ĞòÄÏÉßÌÙ,5,7,9,9,Celastrus,Celastraceae,WD
Celtis bungeana,ºÚµ¯Ê÷,4,5,10,11,NA,Ulmaceae,WD
Celtis cerasifera,Ğ¡¹ûÆÓ,4,4,9,10,Celtis,Ulmaceae,WD
Celtis tetrandra,ËÄÈïÆÓ,3,4,9,10,Celtis,Ulmaceae,WD
Celtis timorensis,¼ÙÓñ¹ğ,NA,NA,NA,NA,NA,Ulmaceae,WD
Centella asiatica,»ıÑ©²İ,4,10,4,10,Centella,Apiaceae,CB
Centranthera cochinchinensis var. nepalensis,Î÷ÄÏºúÂé²İ,8,10,8,10,NA,Scrophulariaceae,CB
Centranthera grandiflora,´ó»¨ºúÂé²İ,7,9,NA,NA,Centranthera,Scrophulariaceae,CB
Cephalanthera erecta,ÒøÀ¼,4,6,8,9,Cephalanthera,Orchidaceae,CB
Cephalanthera longifolia,Í·ÈïÀ¼,5,6,9,10,Cephalanthera,Orchidaceae,CB
Cephalantheropsis calanthoides,Áå»¨»ÆÀ¼,NA,NA,NA,NA,NA,Orchidaceae,CB
Cephalorrhynchus albiflorus,°×»¨Í·×ì¾Õ,NA,NA,NA,NA,NA,Asteraceae,CB
Cephalorrhynchus macrorrhizus,Í·×ì¾Õ,NA,NA,NA,NA,NA,Asteraceae,CB
Cephalorrhynchus saxatilis,ÑÒÉúÍ·×ì¾Õ,NA,NA,NA,NA,NA,Asteraceae,CB
Cephalostachyum latifolium,¿ÕÖñ,NA,NA,NA,NA,NA,Poaceae,WD
Cephalostachyum pallidum,Ğ¡¿ÕÖñ,NA,NA,NA,NA,NA,Poaceae,WD
Cerastium fontanum,Ï²Èª¾í¶ú,5,6,6,7,Cerastium,Caryophyllaceae,CB
Cerastium fontanum subsp. grandiflorum,´ó»¨Èª¾í¶ú,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Cerastium fontanum subsp. vulgare,´ØÉúÈª¾í¶ú,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Cerastium furcatum,ÔµÃ«¾í¶ú,5,8,8,9,Cerastium,Caryophyllaceae,CB
Cerastium pusillum,É½¾í¶ú,7,8,8,9,Cerastium,Caryophyllaceae,CB
Cerastium thomsonii,²ØÄÏ¾í¶ú,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Cerasus caudata,¼âÎ²Ó£ÌÒ,5,5,7,7,Cerasus,Rosaceae,WD
Cerasus cerasoides,¸ßÅèÓ£ÌÒ,10,12,NA,NA,Cerasus,Rosaceae,WD
Cerasus clarofolia,Î¢Ã«Ó£ÌÒ,4,6,6,7,Cerasus,Rosaceae,WD
Cerasus conadenia,×¶ÏÙÓ£ÌÒ,5,5,7,7,Cerasus,Rosaceae,WD
Cerasus crataegifolia,É½é«Ò¶Ó£ÌÒ,6,7,8,9,Cerasus,Rosaceae,WD
Cerasus discadenia,ÅÌÏÙÓ£ÌÒ,5,5,7,7,NA,Rosaceae,WD
Cerasus mugus,ÙÈÓ£ÌÒ,5,7,7,8,Cerasus,Rosaceae,WD
Cerasus pseudocerasus,Ó£ÌÒ,3,4,5,6,NA,Rosaceae,WD
Cerasus serrula,Ï¸³İÓ£ÌÒ,5,6,7,9,Cerasus,Rosaceae,WD
Cerasus szechuanica,ËÄ´¨Ó£ÌÒ,4,6,6,8,Cerasus,Rosaceae,WD
Cerasus tomentosa,Ã«Ó£ÌÒ,5,5,6,9,NA,Rosaceae,WD
Cerasus trichantha,Ã«°ê²ØÓ£,5,6,7,7,NA,Rosaceae,WD
Cerasus trichostoma,´¨Î÷Ó£ÌÒ,5,6,7,10,Cerasus,Rosaceae,WD
Cerasus yaoiana,Ò¦ÊÏÓ£ÌÒ,NA,NA,NA,NA,NA,Rosaceae,WD
Ceratostigma griffithii,Ã«À¶Ñ©»¨,7,9,9,1,Ceratostigma,Plumbaginaceae,WD
Ceratostigma minus,Ğ¡À¶Ñ©»¨,7,10,7,11,Ceratostigma,Plumbaginaceae,WD
Ceratostigma minus f. lasaense,À­ÈøĞ¡À¶Ñ©»¨,NA,NA,NA,NA,NA,Plumbaginaceae,WD
Ceratostigma ulicinum,´ÌÁÛÀ¶Ñ©»¨,8,10,8,11,Ceratostigma,Plumbaginaceae,WD
Ceratostigma willmottianum,áº½­À¶Ñ©»¨,6,10,7,11,Ceratostigma,Plumbaginaceae,WD
Ceratostylis himalaica,²æÖ¦Å£½ÇÀ¼,4,6,4,6,Ceratostylis,Orchidaceae,CB
Ceropegia pubescens,Î÷²ØµõµÆ»¨,7,9,NA,NA,NA,Asclepiadaceae,CB
Chaenomeles cathayensis,Ä¾¹Ïº£ÌÄ,3,6,9,10,NA,Rosaceae,WD
Chaenomeles speciosa,Ìù¹£º£ÌÄ,3,6,9,10,NA,Rosaceae,WD
Chaenomeles thibetica,Î÷²ØÄ¾¹Ï,7,7,9,10,NA,Rosaceae,WD
Chaerophyllopsis huai,µá²ØÏ¸Ò¶ÇÛ,8,9,9,10,Chaerophyllopsis,Apiaceae,CB
Chaerophyllum villosum,Ï¸Ò¶ÇÛ,7,9,7,9,Chaerophyllum,Apiaceae,CB
Chaetoseris cyanea,À¶»¨Ã«ÁÛ¾Õ,9,10,9,10,Chaetoseris,Asteraceae,CB
Chaetoseris grandiflora,´ó»¨Ã«ÁÛ¾Õ,7,11,7,11,Chaetoseris,Asteraceae,CB
Chaetoseris hastata,µá²ØÃ«ÁÛ¾Õ,10,11,10,11,Chaetoseris,Asteraceae,CB
Chaetoseris lyriformis,Ã«ÁÛ¾Õ,8,9,8,9,Chaetoseris,Asteraceae,CB
Chaetoseris macrantha,ÔµÃ«Ã«ÁÛ¾Õ,7,9,7,9,Chaetoseris,Asteraceae,CB
Chaetoseris macrocephala,´óÍ·Ã«ÁÛ¾Õ,NA,NA,NA,NA,NA,Asteraceae,CB
Chaetoseris pectiniformis,èÎ³İÃ«ÁÛ¾Õ,8,8,8,8,Chaetoseris,Asteraceae,CB
Chaetoseris roborowskii,´¨¸ÊÃ«ÁÛ¾Õ,7,9,7,9,Chaetoseris,Asteraceae,CB
Chamabainia cuspidata,Î¢ÖùÂé,6,8,NA,NA,Chamabainia,Urticaceae,CB
Chamaegastrodia poilanei,³İ×¦µşÇÊÀ¼,NA,NA,NA,NA,NA,Orchidaceae,CB
Chamaegastrodia shikokiana,µşÇÊÀ¼,7,8,NA,NA,Chamaegastrodia,Orchidaceae,CB
Chamaerhodos sabulosa,É°ÉúµØÇ¾Ş±,6,7,8,9,Chamaerhodos,Rosaceae,CB
Chamaesium mallaeanum,ÄôÀ­Ä¾°«ÔóÇÛ,8,9,8,9,NA,Apiaceae,CB
Chamaesium novemjugum,´ÖÖ¦°«ÔóÇÛ,6,8,8,9,NA,Apiaceae,CB
Chamaesium paradoxum,°«ÔóÇÛ,7,9,7,9,Chamaesium,Apiaceae,CB
Chamaesium thalictrifolium,ËÉÅË°«ÔóÇÛ,7,8,7,8,Chamaesium,Apiaceae,CB
Chamaesium viridiflorum,ÂÌ»¨°«ÔóÇÛ,7,8,7,8,Chamaesium,Apiaceae,CB
Chamerion angustifolium,ÁøÀ¼,NA,NA,NA,NA,NA,Onagraceae,CB
Chamerion angustifolium subsp. angustifoliam,ÁøÀ¼,NA,NA,NA,NA,NA,Onagraceae,CB
Chamerion angustifolium subsp. circumvagum,Ã«ÂöÁøÀ¼,7,9,8,10,NA,Onagraceae,CB
Chamerion conspersum,ÍøÂöÁøÀ¼,7,9,9,10,NA,Onagraceae,CB
Chamerion latifolium,¿íÒ¶ÁøÀ¼,6,8,8,10,NA,Onagraceae,CB
Chamerion speciosum,Ï²ÂíÀ­ÑÅÁøÀ¼,8,9,9,10,NA,Onagraceae,CB
Chelonopsis albiflora,°×»¨Áå×ÓÏã,8,8,NA,NA,NA,Lamiaceae,WD
Chelonopsis souliei,ÂÖÒ¶Áå×ÓÏã,8,8,NA,NA,Chelonopsis,Lamiaceae,WD
Chenopodium karoi,Æ½ÎÔŞ¼,8,9,8,9,NA,Chenopodiaceae,CB
Chesneya acaulis,ÎŞ¾¥È¸¶ù¶¹,7,7,8,8,Chesneya,Fabaceae,CB
Chesneya crassipes,³¤¹£È¸¶ù¶¹,7,7,8,8,Chesneya,Fabaceae,CB
Chesneya cuneata,½ØÒ¶È¸¶ù¶¹,7,7,8,8,Chesneya,Fabaceae,CB
Chesneya nubigena subsp. purpurea,×Ï»¨È¸¶ù¶¹,6,6,8,8,NA,Fabaceae,CB
Chesneya polystichoides,´¨µáÈ¸¶ù¶¹,7,7,8,8,Chesneya,Fabaceae,CB
Chesneya spinosa,´Ì±úÈ¸¶ù¶¹,7,7,8,8,Chesneya,Fabaceae,CB
Chimaphila japonica,Ï²¶¬²İ,6,8,9,10,NA,Ericaceae,WD
Chimonobambusa armata,Ãåµé·½Öñ,7,10,NA,NA,NA,Poaceae,WD
Chimonobambusa metuoensis,Ä«ÍÑ·½Öñ,NA,NA,NA,NA,NA,Poaceae,WD
Chimonobambusa purpurea,´ÌºÚÖñ,4,12,NA,NA,Chimonobambusa,Poaceae,WD
Chimonocalamus griffithianus,Î÷²ØÏãÖñ,4,6,NA,NA,NA,Poaceae,WD
Chionocharis hookeri,µæ×Ï²İ,NA,NA,NA,NA,NA,Boraginaceae,CB
Chirita infundibuliformis,ºÏ°ú´½ÖùÜÄÌ¦,8,8,NA,NA,Chirita,Gesneriaceae,CB
Chirita lachenensis,ÎÔ¾¥´½ÖùÜÄÌ¦,7,8,10,12,Chirita,Gesneriaceae,CB
Chirita oblongifolia,³¤Ô²Ò¶´½ÖùÜÄÌ¦,8,9,9,10,Chirita,Gesneriaceae,CB
Chirita pumila,°ßÒ¶´½ÖùÜÄÌ¦,7,9,7,10,Chirita,Gesneriaceae,CB
Chloranthus erectus,Óã×ÓÀ¼,4,6,7,9,NA,Chloranthaceae,WD
Chlorophytum nepalense,Î÷ÄÏµõÀ¼,6,8,8,9,Chlorophytum,Liliaceae,CB
Choerospondias axillaris,ÄÏËáÔæ,NA,NA,NA,NA,NA,Anacardiaceae,WD
Chonemorpha griffithii,Ñúå¨Â¹½ÇÌÙ,3,8,NA,NA,NA,Apocynaceae,WD
Christolea crassifolia,¸ßÔ­½æ,6,7,7,8,Christolea,Brassicaceae,CB
Chrysoglossum ornatum,½ğ´½À¼,4,6,NA,NA,Chrysoglossum,Orchidaceae,CB
Chrysopogon gryllus,´Ì½ğĞëÃ©,9,11,9,11,NA,Poaceae,CB
Chrysosplenium carnosum,ÈâÖÊ½ğÑü,6,8,6,8,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium forrestii,¹±É½½ğÑü,5,10,5,10,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium griffithii,ÉöÒ¶½ğÑü,5,9,5,9,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium lanuginosum,ÃàÃ«½ğÑü,6,7,4,6,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium nepalense,É½Ïª½ğÑü,5,7,5,7,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium nudicaule,Âã¾¥½ğÑü,6,8,6,8,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium oxygraphoides,Ñ»õÅ»¨½ğÑü,5,8,5,8,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium uniflorum,µ¥»¨½ğÑü,7,8,7,8,Chrysosplenium,Saxifragaceae,CB
Chukrasia tabularis,Âéé¬,4,5,7,1,NA,Meliaceae,WD
Cicer microphyllum,Ğ¡Ò¶Ó¥×ì¶¹,6,8,6,8,NA,Fabaceae,CB
Cicerbita sikkimensis,Î÷²ØÑÒ²Î,6,8,6,8,Cicerbita,Asteraceae,CB
Cimicifuga foetida,ÉıÂé,8,9,8,10,NA,Ranunculaceae,CB
Cimicifuga foetida var. bifida,Á½ÁÑÉıÂé,NA,NA,NA,NA,NA,Ranunculaceae,CB
Cimicifuga foetida var. foliolosa,¶àĞ¡Ò¶ÉıÂé,NA,NA,NA,NA,NA,Ranunculaceae,CB
Cimicifuga japonica,Ğ¡ÉıÂé,8,9,10,10,NA,Ranunculaceae,CB
Cimicifuga yunnanensis,ÔÆÄÏÉıÂé,7,7,9,9,NA,Ranunculaceae,CB
Cinnamomum bejolghota,¶ÛÒ¶¹ğ,3,4,5,7,NA,Lauraceae,WD
Cinnamomum contractum,¾Û»¨¹ğ,5,5,NA,NA,Cinnamomum,Lauraceae,WD
Cinnamomum glanduliferum,ÔÆÄÏÕÁ,3,5,7,9,NA,Lauraceae,WD
Cinnamomum iners,´óÒ¶¹ğ,3,4,5,6,NA,Lauraceae,WD
Cinnamomum subavenium,Ïã¹ğ,6,7,8,10,Cinnamomum,Lauraceae,WD
Cinnamomum tamala,²ñ¹ğ,4,5,NA,NA,Cinnamomum,Lauraceae,WD
Cinnamomum wilsonii,´¨¹ğ,4,5,6,7,Cinnamomum,Lauraceae,WD
Circaea alpina,¸ßÉ½Â¶Öé²İ,7,9,NA,NA,NA,Onagraceae,CB
Circaea alpina subsp. imaicola,¸ßÔ­Â¶Öé²İ,7,10,8,11,NA,Onagraceae,CB
Circaea alpina subsp. micrantha,¸ßº®Â¶Öé²İ,6,10,7,11,NA,Onagraceae,CB
Circaea cordata,Â¶Öé²İ,6,8,7,9,NA,Onagraceae,CB
Circaea repens,ÙéÙëÂ¶Öé²İ,7,8,7,11,Circaea,Onagraceae,CB
Circaeaster agrestis,ĞÇÒ¶²İ,4,6,8,9,Circaeaster,Circaeasteraceae,CB
Cirsium argyrancanthum,ÄÏ¼»,NA,NA,NA,NA,NA,Asteraceae,CB
Cirsium arvense,Ë¿Â·¼»,6,9,6,9,Cirsium,Asteraceae,CB
Cirsium chrysolepis,»Æ°ú¼»,8,8,NA,NA,NA,Asteraceae,CB
Cirsium glabrifolium,ÎŞÃ«¼»,8,9,8,9,Cirsium,Asteraceae,CB
Cirsium handelii,ÂæÆï,5,9,5,9,Cirsium,Asteraceae,CB
Cirsium interpositum,ÅûÁÑ¼»,9,11,9,11,Cirsium,Asteraceae,CB
Cirsium lanatum,²Ø¼»,6,9,6,9,Cirsium,Asteraceae,CB
Cirsium souliei,¿û»¨´ó¼»,7,9,7,9,Cirsium,Asteraceae,CB
Cirsium verutum,°úÒ¶¼»,7,9,7,9,Cirsium,Asteraceae,CB
Cissampelopsis corifolia,¸ïÒ¶ÌÙ¾Õ,9,1,NA,NA,NA,Asteraceae,CB
Cissus assamica,¿àÀÉÌÙ,5,6,7,10,Cissus,Vitaceae,WD
Citrus medica,ÏãéÚ,4,5,10,11,NA,Rutaceae,WD
Citrus sinensis,Ìğ³È,NA,NA,NA,NA,NA,Rutaceae,WD
Cleidion brevipetiolatum,°ô±ú»¨,3,10,3,10,Cleidion,Euphorbiaceae,WD
Cleisostoma medogense,Î÷²Ø¸ô¾àÀ¼,5,5,NA,NA,Cleisostoma,Orchidaceae,CB
Cleisostoma paniculatum,´óĞò¸ô¾àÀ¼,5,9,NA,NA,Cleisostoma,Orchidaceae,CB
Clematis acerifolia,éÊÒ¶ÌúÏßÁ«,4,4,5,6,Clematis,Ranunculaceae,WD
Clematis akebioides,¸Ê´¨ÌúÏßÁ«,6,6,9,10,Clematis,Ranunculaceae,CB
Clematis alternata,»¥Ò¶ÌúÏßÁ«,7,7,NA,NA,Clematis,Ranunculaceae,CB
Clematis armandii,Ğ¡Ä¾Í¨,3,4,4,7,Clematis,Ranunculaceae,WD
Clematis barbellata var. obtusa,¼ªÂ¡ÌúÏßÁ«,6,6,NA,NA,NA,Ranunculaceae,WD
Clematis brevicaudata,¶ÌÎ²ÌúÏßÁ«,7,9,9,10,Clematis,Ranunculaceae,WD
Clematis buchananiana,Ã«Ä¾Í¨,8,8,2,3,Clematis,Ranunculaceae,WD
Clematis connata,ºÏ±úÌúÏßÁ«,8,10,9,11,Clematis,Ranunculaceae,WD
Clematis connata var. pseudoconnata,´¨²ØÌúÏßÁ«,9,9,NA,NA,NA,Ranunculaceae,WD
Clematis delavayi,ÒøÒ¶ÌúÏßÁ«,6,8,10,10,Clematis,Ranunculaceae,WD
Clematis delavayi var. calvescens,ÊèÃ«ÒøÒ¶ÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis delavayi var. spinescens,´ÌÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis erectisepala,Ö±İàÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,
Clematis fruticosa var. canescens,»ÒÒ¶ÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis gracilifolia,±¡Ò¶ÌúÏßÁ«,4,6,6,10,Clematis,Ranunculaceae,WD
Clematis gracilifolia var. dissectifolia,ÏÁÁÑ±¡Ò¶ÌúÏßÁ«,5,6,9,9,NA,Ranunculaceae,WD
Clematis gracilifolia var. lasiocarpa,Ã«¹û±¡Ò¶ÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis grata,ĞãÀöÌúÏßÁ«,7,8,9,9,Clematis,Ranunculaceae,WD
Clematis graveolens,²ØÎ÷ÌúÏßÁ«,6,7,NA,NA,NA,Ranunculaceae,WD
Clematis grewiiflora,»ÆÃ«ÌúÏßÁ«,11,11,NA,NA,NA,Ranunculaceae,WD
Clematis jialasaensis,¼ÓÀ­ÈøÏßÁ«,4,4,NA,NA,NA,Ranunculaceae,WD
Clematis kilungensis,¼ªÂ¡ÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis metuoensis,Ä«ÍÑÌúÏßÁ«,8,8,8,9,NA,Ranunculaceae,WD
Clematis montana,ĞåÇòÌÙ,5,6,7,9,Clematis,Ranunculaceae,WD
Clematis montana var. brevifoliola,·üÃ«ĞåÇòÌÙ,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis montana var. glabrescens,Ã«¹ûĞåÇòÌÙ,5,9,9,9,NA,Ranunculaceae,WD
Clematis montana var. grandiflora,´ó»¨ĞåÇòÌÙ,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis montana var. longipes,µ¥»¨ĞåÇòÌÙ,4,8,7,8,NA,Ranunculaceae,WD
Clematis montana var. sterilis,Ğ¡Ò¶ĞåÇòÌÙ,4,6,8,9,NA,Ranunculaceae,WD
Clematis napaulensis,ºÏ°úÌúÏßÁ«,12,12,2,3,Clematis,Ranunculaceae,WD
Clematis ningjingshanica,Äş¾²É½ÌúÏßÁ«,6,6,NA,NA,NA,Ranunculaceae,WD
Clematis parviloba,ÁÑÒ¶ÌúÏßÁ«,5,7,7,9,Clematis,Ranunculaceae,WD
Clematis peterae,¶ÛİàÌúÏßÁ«,6,8,9,12,Clematis,Ranunculaceae,WD
Clematis pseudopogonandra,Î÷ÄÏÌúÏßÁ«,6,6,8,9,Clematis,Ranunculaceae,WD
Clematis puberula,¶ÌÃ«ÌúÏßÁ«,7,10,9,10,Clematis,Ranunculaceae,WD
Clematis puberula var. ganpiniana,Ñî×ÓÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis ranunculoides,Ã«İ¢ÌúÏßÁ«,9,10,10,11,Clematis,Ranunculaceae,CB
Clematis rehderiana,³¤»¨ÌúÏßÁ«,7,9,9,9,Clematis,Ranunculaceae,WD
Clematis siamensis,Îı½ğÌúÏßÁ«,10,12,3,3,NA,Ranunculaceae,WD
Clematis tangutica,¸ÊÇàÌúÏßÁ«,6,7,9,10,Clematis,Ranunculaceae,WD
Clematis tangutica var. pubescens,Ã«İà¸ÊÇàÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis tenuifolia,Î÷²ØÌúÏßÁ«,6,9,NA,NA,NA,Ranunculaceae,WD
Clematis tibetana,ÖĞÓ¡ÌúÏßÁ«,5,7,NA,NA,NA,Ranunculaceae,WD
Clematis tibetana var. lineariloba,ÏÁÒ¶ÖĞÓ¡ÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis tibetana var. vernayi,ºñÒ¶ÖĞÓ¡ÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis tripartita,ÑóÁÑÌúÏßÁ«,6,6,NA,NA,NA,Ranunculaceae,WD
Clematis tsaii,¸£¹±ÌúÏßÁ«,7,9,10,12,Clematis,Ranunculaceae,WD
Clematis viridis,ÂÌÒ¶ÌúÏßÁ«,6,6,6,8,Clematis,Ranunculaceae,WD
Clematis yui,ÓáÊÏÌúÏßÁ«,10,11,NA,NA,NA,Ranunculaceae,WD
Clematis yunnanensis,ÔÆÄÏÌúÏßÁ«,11,12,4,5,Clematis,Ranunculaceae,WD
Clematis zandaensis,Ôú´ïÌúÏßÁ«,6,7,NA,NA,NA,Ranunculaceae,WD
Clerodendrum brachystemon,¶ÌÈï´óÇà,8,10,8,10,Clerodendrum,Verbenaceae,WD
Clerodendrum bracteatum,°ú»¨´óÇà,7,8,8,9,Clerodendrum,Verbenaceae,WD
Clerodendrum colebrookianum,ÏÙÜÔÀò,8,8,9,9,NA,Verbenaceae,WD
Clerodendrum japonicum,ÚWÍ©,4,11,5,11,NA,Verbenaceae,WD
Clerodendrum serratum,Èı¶Ô½Ú,7,8,7,8,Clerodendrum,Verbenaceae,WD
