scientific name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Acer tutcheri,ÁëÄÏéÊ,4,4,9,9,Acer,Aceraceae,WD
Acer wilsonii,ÈıÏ¿éÊ,4,4,10,10,NA,Aceraceae,WD
Achnatherum coreanum,´óÒ¶Ö±Ã¢²İ,9,11,9,11,NA,Poaceae,CB
Achnatherum pekinense,¾©Ã¢²İ,9,11,9,11,NA,Poaceae,CB
Achyranthes bidentata,Å£Ï¥,7,9,9,11,Achyranthes,Amaranthaceae,CB
Achyranthes bidentata var. japonica,ÉÙÃ«Å£Ï¥,NA,NA,NA,NA,NA,Amaranthaceae,CB
Achyranthes longifolia,ÁøÒ¶Å£Ï¥,8,11,8,11,NA,Amaranthaceae,CB
Achyrospermum wallichianum,Î÷²ØÁÛ¹û²İ,8,9,NA,NA,Achyrospermum,Lamiaceae,CB
Acidosasa notata,°ßóêËáÖñ,4,5,NA,NA,Acidosasa,Poaceae,WD
Aconitum cannabifolium,´óÂéÒ¶ÎÚÍ·,8,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum carmichaelii,ÎÚÍ·,9,10,NA,NA,NA,Ranunculaceae,CB
Aconitum carmichaelii var. hwangshanicum,»ÆÉ½ÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum carmichaelii var. truppelianum,Õ¹Ã«ÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum finetianum,¸ÓÍîÎÚÍ·,8,9,10,10,Aconitum,Ranunculaceae,CB
Aconitum hemsleyanum,¹ÏÒ¶ÎÚÍ·,8,10,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum henryi,´¨¶õÎÚÍ·,9,10,10,11,Aconitum,Ranunculaceae,CB
Aconitum sinomontanum var. angustius,ÏÁ¿ø¸ßÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Acorus calamus,İÅÆÑ,6,7,8,8,Acorus,Araceae,CB
Acorus gramineus,½ğÇ®ÆÑ,5,6,7,8,NA,Araceae,CB
Acorus tatarinowii,Ê¯İÅÆÑ,4,7,NA,NA,NA,Araceae,CB
Actinidia arguta,ÈíÔæâ¨ºïÌÒ,5,6,8,10,NA,Actinidiaceae,WD
Actinidia arguta var. giraldii,ÉÂÎ÷â¨ºïÌÒ,NA,NA,NA,NA,NA,Actinidiaceae,WD
Actinidia callosa,Ó²³İâ¨ºïÌÒ,5,6,10,11,NA,Actinidiaceae,WD
Actinidia callosa var. discolor,ÒìÉ«â¨ºïÌÒ,NA,NA,NA,NA,NA,Actinidiaceae,WD
Actinidia callosa var. henryi,¾©Àæâ¨ºïÌÒ,NA,NA,NA,NA,NA,Actinidiaceae,WD
Actinidia eriantha,Ã«»¨â¨ºïÌÒ,5,6,10,11,Actinidia,Actinidiaceae,WD
Actinidia hemsleyana,³¤Ò¶â¨ºïÌÒ,5,6,7,9,NA,Actinidiaceae,WD
Actinidia lanceolata,Ğ¡Ò¶â¨ºïÌÒ,5,6,10,10,Actinidia,Actinidiaceae,WD
Actinidia latifolia,À«Ò¶â¨ºïÌÒ,5,6,9,11,Actinidia,Actinidiaceae,WD
Actinidia macrosperma,´ó×Ñâ¨ºïÌÒ,5,5,9,10,Actinidia,Actinidiaceae,WD
Actinidia macrosperma var. mumoides,Ã·Ò¶â¨ºïÌÒ,5,5,9,10,NA,Actinidiaceae,WD
Actinidia melanandra,ºÚÈïâ¨ºïÌÒ,5,6,NA,NA,NA,Actinidiaceae,WD
Actinidia melliana,ÃÀÀöâ¨ºïÌÒ,5,6,NA,NA,Actinidia,Actinidiaceae,WD
Actinidia polygama,¸ğÔæâ¨ºïÌÒ,6,7,9,10,NA,Actinidiaceae,WD
Actinidia rubricaulis,ºì¾¥â¨ºïÌÒ,4.15,5.25,NA,NA,NA,Actinidiaceae,WD
Actinidia styracifolia,°²Ï¢Ïãâ¨ºïÌÒ,5,5,NA,NA,Actinidia,Actinidiaceae,WD
Actinidia valvata,¶Ôİàâ¨ºïÌÒ,5,5,10,10,Actinidia,Actinidiaceae,WD
Actinidia zhejiangensis,Õã½­â¨ºïÌÒ,5.11,5.2,9.21,9.3,NA,Actinidiaceae,WD
Actinostemma tenerum,ºĞ×Ó²İ,7,9,9,11,NA,Cucurbitaceae,CB
Adenocaulon himalaicum,ºÍÉĞ²Ë,6,11,6,11,Adenocaulon,Asteraceae,CB
Adenophora petiolata subsp. huadungensis,»ª¶«ĞÓÒ¶É³²Î,NA,NA,NA,NA,NA,Campanulaceae,CB
Adenophora petiolata subsp. hunanensis,ĞÓÒ¶É³²Î,7,9,NA,NA,NA,Campanulaceae,CB
Adenophora remotiflora,±¡Ò¶ÜùÆs,7,8,NA,NA,Adenophora,Campanulaceae,CB
Adenophora sinensis,ÖĞ»ªÉ³²Î,8,10,NA,NA,Adenophora,Campanulaceae,CB
Adenophora stricta,´¨Î÷É³²Î,8,10,NA,NA,Adenophora,Campanulaceae,CB
Adenophora tetraphylla,ÂÖÒ¶É³²Î,7,10,7,10,NA,Campanulaceae,CB
Adenophora trachelioides,ÜùÆs,8,9,8,9,NA,Campanulaceae,CB
Adenostemma lavenia,ÏÂÌï¾Õ,8,10,8,10,Adenostemma,Asteraceae,CB
Adenostemma lavenia var. latifolium,ÏÂÌï¾Õ¿íÒ¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Adina pilulifera,Ë®ÍÅ»¨,6,8,9,11,Adina,Rubiaceae,WD
Adina rubella,Ï¸Ò¶Ë®ÍÅ»¨,6,7,8,10,NA,Rubiaceae,WD
Adinandra bockiana var. acutifolia,¼âİà´¨ÑîÍ©,6,8,9,11,NA,Theaceae,WD
Adinandra glischroloma,Á½¹ãÑîÍ©,5,6,9,10,Adinandra,Theaceae,WD
Adinandra glischroloma var. macrosepala,´óİàÑîÍ©,5,7,7,9,NA,Theaceae,WD
Adinandra millettii,ÑîÍ©,4,5,9,10,Adinandra,Theaceae,WD
Aeginetia indica,Ò°İÔ,4,8,8,10,Aeginetia,Orobanchaceae,CB
Aeginetia sinensis,ÖĞ¹úÒ°İÔ,4,6,6,8,Aeginetia,Orobanchaceae,CB
Aegopodium handelii,Ïæ¹ğÑò½ÇÇÛ,7,8,7,8,Aegopodium,Apiaceae,CB
Agapetes angulata,ÀâÖ¦Ê÷ÂÜ²·,NA,NA,NA,NA,NA,Ericaceae,WD
Agastache rugosa,Ş½Ïã,6,10,9,11,NA,Lamiaceae,CB
Aglaia odorata,Ã××ĞÀ¼,5,11,7,3,NA,Meliaceae,WD
Agrimonia coreana,ÍĞÒ¶ÁúÑ¿²İ,7,8,7,8,Agrimonia,Rosaceae,CB
Agrimonia nipponica var. occidentalis,Ğ¡»¨ÁúÑ¿²İ,8,11,8,11,NA,Rosaceae,CB
Agrimonia pilosa,ÁúÑ¿²İ,5,10,5,10,Agrimonia,Rosaceae,CB
Agrimonia pilosa var. nepalensis,»ÆÁúÎ²,NA,NA,NA,NA,NA,Rosaceae,CB
Agrostis clavata,»ª±±¼ô¹ÉÓ±,NA,NA,NA,NA,NA,Poaceae,CB
Agrostis gigantea,¾ŞĞò¼ô¹ÉÓ±,6,11,6,11,NA,Poaceae,CB
Agrostis sozanensis,Ì¨Íå¼ô¹ÉÓ±,6,11,6,11,NA,Poaceae,CB
Aidia cochinchinensis,ÜçÊ÷,3,6,5,2,Aidia,Rubiaceae,WD
Ailanthus altissima,³ô´»,5,7,8,10,Ailanthus,Simaroubaceae,WD
Ailanthus altissima var. sutchuenensis,´ó¹û³ô´»,NA,NA,NA,NA,NA,Simaroubaceae,WD
Ailanthus altissima var. tanakai,Ì¨Íå³ô´»,NA,NA,NA,NA,NA,Simaroubaceae,WD
Ainsliaea fragrans,ĞÓÏãÍÃ¶ù·ç,11,12,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea macrocephala,´óÍ·ÍÃ¶ù·ç,8,9,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea macroclinidioides,µÆÌ¨ÍÃ¶ù·ç,9,12,9,12,Ainsliaea,Asteraceae,CB
Ajuga decumbens,½ğ´¯Ğ¡²İ,3,6,5,8,NA,Lamiaceae,CB
Ajuga nipponensis,×Ï±³½ğÅÌ,1,6,3,7,Ajuga,Lamiaceae,CB
Akebia quinata,Ä¾Í¨,4,4,8,8,Akebia,Lardizabalaceae,WD
Akebia trifoliata,ÈıÒ¶Ä¾Í¨,5,5,9,9,NA,Lardizabalaceae,WD
Akebia trifoliata subsp. australis,°×Ä¾Í¨,4,5,6,9,NA,Lardizabalaceae,WD
Alangium chinense,°Ë½Ç·ã,6,7,9,10,NA,Alangiaceae,WD
Alangium chinense subsp. strigosum,·üÃ«°Ë½Ç·ã,6,7,8,9,NA,Alangiaceae,WD
Alangium kurzii,Ã«°Ë½Ç·ã,5,6,9,9,NA,Alangiaceae,WD
Alangium kurzii var. handelii,ÔÆÉ½°Ë½Ç·ã,5,5,8,8,NA,Alangiaceae,WD
Albizia chinensis,éºÊ÷,3,5,6,9,NA,Fabaceae,WD
Albizia kalkora,É½»±,6,7,9,10,NA,Fabaceae,WD
Alcea rosea,Êñ¿û,2,8,NA,NA,NA,Malvaceae,CB
Alchornea davidii,É½Âé¸Ë,4,5,6,8,NA,Euphorbiaceae,WD
Alchornea trewioides,ºì±³É½Âé¸Ë,3,5,6,8,Alchornea,Euphorbiaceae,WD
Alectra arvensis,ºÚİô,NA,NA,NA,NA,NA,Scrophulariaceae,CB
Aletris glabra,ÎŞÃ«·ÛÌõ¶ù²Ë,5,6,7,9,Aletris,Liliaceae,CB
Aletris scopulorum,¶Ì±ú·ÛÌõ¶ù²Ë,4,5,5,8,Aletris,Liliaceae,CB
Aletris spicata,·ÛÌõ¶ù²Ë,4,5,6,7,Aletris,Liliaceae,CB
Aleurites moluccanus,Ê¯Àõ,NA,NA,NA,NA,NA,Euphorbiaceae,WD
Alisma canaliculatum,Õ­Ò¶ÔóĞº,6,8,9,10,NA,Alismataceae,CB
Alisma orientale,¶«·½ÔóĞº,5,9,5,9,NA,Alismataceae,CB
Allium chinense,ËŠÍ·,11,11,11,11,NA,Liliaceae,CB
Allium macrostemon,Ş¯°×,11,11,11,11,NA,Liliaceae,CB
Allium sacculiferum,³¯ÏÊŞ¯,8,9,NA,NA,NA,Liliaceae,CB
Allium tenuissimum,Ï¸Ò¶¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium thunbergii,ÇòĞò¾Â,10,11,10,11,Allium,Liliaceae,CB
Allium tuberosum,¾Â,7,9,7,9,NA,Liliaceae,CB
Allium victorialis,ÆŒ´Ğ,6,8,6,8,Allium,Liliaceae,CB
Alniphyllum fortunei,³àÑîÒ¶,4,7,8,10,Alniphyllum,Styracaceae,WD
Alnus cremastogyne,èçÄ¾,NA,NA,NA,NA,NA,Betulaceae,WD
Alnus trabeculosa,½­ÄÏèçÄ¾,NA,NA,NA,NA,NA,Betulaceae,WD
Alopecurus aequalis,¿´ÂóÄï,4,8,4,8,Alopecurus,Poaceae,CB
Alpinia japonica,É½½ª,5,6,10,12,NA,Zingiberaceae,CB
Alpinia zerumbet,ÑŞÉ½½ª,4,6,7,10,NA,Zingiberaceae,CB
Alternanthera sessilis,Á«×Ó²İ,6,9,8,10,Alternanthera,Amaranthaceae,CB
Altingia chinensis,Ş¦Ê÷,NA,NA,NA,NA,NA,Hamamelidaceae,WD
Altingia gracilipes,Ï¸±úŞ¦Ê÷,6,7,7,10,NA,Hamamelidaceae,WD
Alyxia sinensis,Á´ÖéÌÙ,7,10,9,12,Alyxia,Apocynaceae,WD
Amaranthus blitum,°¼Í·ÜÈ,7,8,8,9,NA,Amaranthaceae,CB
Amaranthus spinosus,´ÌÜÈ,7,11,7,11,NA,Amaranthaceae,CB
Amaranthus viridis,Öå¹ûÜÈ,6,8,8,8,NA,Amaranthaceae,CB
Amelanchier asiatica,¶«ÑÇÌÆé¦,4,5,7,9,Amelanchier,Rosaceae,WD
Amelanchier sinica,ÌÆé¦,5,5,9,10,NA,Rosaceae,WD
Amitostigma gracile,ÎŞÖùÀ¼,6,7,9,10,Amitostigma,Orchidaceae,CB
Amitostigma pinguiculum,´ó»¨ÎŞÖùÀ¼,4,5,NA,NA,Amitostigma,Orchidaceae,CB
Ammannia auriculata,¶ú»ùË®ÜÈ,8,9,8,12,Ammannia,Lythraceae,CB
Ammannia baccifera,Ë®ÜÈ²Ë,8,10,10,12,NA,Lythraceae,CB
Amorphophallus kiusianus,¶«ÑÇÄ¥Óó,4,6,5,7,Amorphophallus,Araceae,CB
Amorphophallus konjac,Ä¥Óó,4,4,NA,NA,Amorphophallus,Araceae,CB
Ampelopsis cantoniensis,¹ã¶«ÉßÆÏÌÑ,6,8,9,11,Ampelopsis,Vitaceae,WD
Ampelopsis chaffanjonii,ÓğÒ¶ÉßÆÏÌÑ,5,7,7,9,NA,Vitaceae,WD
Ampelopsis delavayana,ÈıÁÑÉßÆÏÌÑ,5,5,8,9,Ampelopsis,Vitaceae,WD
Ampelopsis delavayana var. setulosa,Ã«ÈıÁÑÉßÆÏÌÑ,6,7,9,10,NA,Vitaceae,WD
Ampelopsis glandulosa,ÉßÆÏÌÑ,6,7,9,10,Ampelopsis,Vitaceae,WD
Ampelopsis glandulosa var. brevipedunculata,¶«±±ÉßÆÏÌÑ,7,8,9,10,NA,Vitaceae,WD
Ampelopsis glandulosa var. hancei,¹âÒ¶ÉßÆÏÌÑ,4,6,8,10,NA,Vitaceae,WD
Ampelopsis glandulosa var. heterophylla,ÒìÒ¶ÉßÆÏÌÑ,4,6,7,10,NA,Vitaceae,WD
Ampelopsis glandulosa var. kulingensis,êôÁëÉßÆÏÌÑ,5,7,8,9,NA,Vitaceae,WD
Ampelopsis humulifolia,È„Ò¶ÉßÆÏÌÑ,5,7,5,9,Ampelopsis,Vitaceae,WD
Ampelopsis japonica,°×İü,5,6,9,10,Ampelopsis,Vitaceae,WD
Ampelopsis megalophylla,´óÒ¶ÉßÆÏÌÑ,5,8,7,10,Ampelopsis,Vitaceae,WD
Ampelopsis megalophylla var. jiangxiensis,ÈáÃ«´óÒ¶ÉßÆÏÌÑ,5,7,NA,NA,NA,Vitaceae,WD
Amphicarpaea bracteata subsp. edgeworthii,Á½ĞÍ¶¹,NA,NA,NA,NA,NA,Fabaceae,CB
Amygdalus davidiana,É½ÌÒ,3,4,7,8,NA,Rosaceae,WD
Amygdalus persica,ÌÒ,3,4,8,9,NA,Rosaceae,WD
Amygdalus triloba,ÓÜÒ¶Ã·,4,5,5,7,NA,Rosaceae,WD
Anagallis arvensis,ÁğÁ§·±ÂÆ,4,5,5,7,Anagallis,Primulaceae,CB
Anaphalis margaritacea,Öé¹âÏãÇà,4,5,5,7,Anaphalis,Asteraceae,CB
Anaphalis sinica,ÏãÇà,6,9,8,10,NA,Asteraceae,CB
Androsace umbellata,µãµØÃ·,2,4,5,6,Androsace,Primulaceae,CB
Anemone flaccida,¶ìÕÆ²İ,4,5,7,8,Anemone,Ranunculaceae,CB
Anemone hupehensis,´òÆÆÍë»¨»¨,7,10,NA,NA,Anemone,Ranunculaceae,CB
Anemone hupehensis var. japonica,ÇïÄµµ¤,7,10,NA,NA,NA,Ranunculaceae,CB
Anemone raddeana,¶à±»ÒøÁ«»¨,4,5,NA,NA,Anemone,Ranunculaceae,CB
Angelica biserrata,ÖØ³İµ±¹é,7,10,7,10,Angelica,Apiaceae,CB
Angelica cartilaginomarginata,³¤ÇÊµ±¹é,8,9,9,10,Angelica,Apiaceae,CB
Angelica dahurica,°×ÜÆ,7,8,8,9,Angelica,Apiaceae,CB
Angelica decursiva,²ñ»¨Ç°ºú,8,9,9,11,NA,Apiaceae,CB
Angelica morii,¸£²Î,4,7,4,7,Angelica,Apiaceae,CB
Angelica polymorpha,¹ÕÇÛ,9,11,9,11,Angelica,Apiaceae,CB
Angelica tianmuensis,ÌìÄ¿É½µ±¹é,8,10,8,10,NA,Apiaceae,CB
Anisomeles indica,¹ã·À·ç,6,9,10,11,NA,Lamiaceae,CB
Anodendron affine,÷­ÌÙ,11,4,6,12,Anodendron,Apocynaceae,WD
Anoectochilus zhejiangensis,Õã½­½ğÏßÀ¼,8,8,NA,NA,Anoectochilus,Orchidaceae,CB
Antenoron filiforme,½ğÏß²İ,7,8,9,10,Antenoron,Polygonaceae,CB
Antenoron filiforme var. neofiliforme,¶ÌÃ«½ğÏß²İ,8,10,9,11,NA,Polygonaceae,CB
Anthoxanthum glabrum,¹âïûÏã²İ,6,9,6,9,NA,Poaceae,CB
Anthriscus sylvestris,¶ë²Î,4,6,4,6,Anthriscus,Apiaceae,CB
Antidesma japonicum,ÈÕ±¾ÎåÔÂ²è,5,6,8,10,Antidesma,Euphorbiaceae,WD
Antidesma montanum,É½µØÎåÔÂ²è,4,7,7,11,Antidesma,Euphorbiaceae,WD
Antidesma montanum var. microphyllum,Ğ¡Ò¶ÎåÔÂ²è,4,6,6,10,NA,Euphorbiaceae,WD
Aphananthe aspera,²ÚÒ¶Ê÷,4,5,10,10,Aphananthe,Ulmaceae,WD
Aphananthe aspera var. pubescens,ÈáÃ«²ÚÒ¶Ê÷,NA,NA,NA,NA,NA,Ulmaceae,WD
Apios fortunei,ÍÁˆK¶ù,6,7,9,10,Apios,Fabaceae,CB
Apocopis intermedius,ÒìËëĞ¨Ó±²İ,9,11,9,11,NA,Poaceae,CB
Apocopis wrightii,ÈğÊÏĞ¨Ó±²İ,8,10,8,10,NA,Poaceae,CB
Aponogeton lakhonensis,Ë®Ş³,7,10,7,10,NA,Aponogetonaceae,CB
Arabidopsis thaliana,Êó¶ú½æ,3,4,4,5,Arabidopsis,Brassicaceae,CB
Arabis flagellosa,ÙéÙëÄÏ½æ,3,4,4,5,Arabis,Brassicaceae,CB
Arabis hirsuta,Ó²Ã«ÄÏ½æ,5,7,6,7,NA,Brassicaceae,CB
Aralia chinensis,»ÆÃ«˜BÄ¾,6,8,9,10,NA,Araliaceae,WD
Aralia cordata,Ê³ÓÃÍÁµ±¹é,7,8,9,10,NA,Araliaceae,CB
Aralia dasyphylla,Í·Ğò˜BÄ¾,8,10,10,12,NA,Araliaceae,WD
Aralia decaisneana,Ì¨ÍåÃ«˜BÄ¾,10,1,12,2,Aralia,Araliaceae,WD
Aralia echinocaulis,¼¬¾¥˜BÄ¾,6,7,8,9,Aralia,Araliaceae,WD
Aralia elata,˜BÄ¾,6,8,9,10,Aralia,Araliaceae,WD
Aralia franchetii,ĞâÃ«ÓğÒ¶²Î,10,11,11,12,NA,Araliaceae,
Aralia henryi,ÈáÃ«ÁúÑÛ¶À»î,7,8,8,9,Aralia,Araliaceae,CB
Aralia spinifolia,³¤´Ì˜BÄ¾,8,10,11,11,Aralia,Araliaceae,WD
Aralia tomentella,Âí³¦×ÓÊ÷,8,9,9,11,NA,Araliaceae,WD
Ardisia alyxiifolia,ÉÙÄêºì,6,7,10,12,NA,Myrsinaceae,WD
Ardisia brevicaulis,¾Å¹ÜÑª,6,7,10,12,Ardisia,Myrsinaceae,WD
Ardisia chinensis,Ğ¡×Ï½ğÅ£,5,6,11,12,NA,Myrsinaceae,WD
Ardisia crenata,ÖìÉ°¸ù,6,7,10,11,Ardisia,Myrsinaceae,WD
Ardisia crispa,°ÙÁ½½ğ,5,6,10,11,NA,Myrsinaceae,WD
Ardisia hanceana,ÀÉÉ¡Ê÷,5,6,10,11,Ardisia,Myrsinaceae,WD
Ardisia japonica,×Ï½ğÅ£,5,6,9,11,Ardisia,Myrsinaceae,WD
Ardisia lindleyana,É½Ñªµ¤,5,6,9,11,NA,Myrsinaceae,WD
Ardisia primulifolia,Á«×ù×Ï½ğÅ£,5,6,9,11,NA,Myrsinaceae,WD
Ardisia pusilla,¾Å½ÚÁú,6,7,11,12,Ardisia,Myrsinaceae,WD
Ardisia quinquegona,ÂŞÉ¡Ê÷,5,6,11,12,Ardisia,Myrsinaceae,WD
Ardisia sieboldii,¶àÖ¦×Ï½ğÅ£,5,6,11,12,Ardisia,Myrsinaceae,WD
Ardisia violacea,½õ»¨×Ï½ğÅ£,6,7,10,11,NA,Myrsinaceae,WD
Arenaria serpyllifolia,ÎŞĞÄ²Ë,4,5,5,6,NA,Caryophyllaceae,CB
Arisaema amurense,¶«±±ÄÏĞÇ,5,5,9,9,Arisaema,Araceae,CB
Arisaema bockii,µÆÌ¨Á«,5,5,10,10,NA,Araceae,CB
Arisaema consanguineum,³¤ĞĞÌìÄÏĞÇ,4,5,9,9,Arisaema,Araceae,CB
Arisaema du-bois-reymondiae,ÔÆÌ¨ÄÏĞÇ,4,5,10,10,Arisaema,Araceae,CB
Arisaema erubescens,Ò»°ÑÉ¡ÄÏĞÇ,5,7,8,9,Arisaema,Araceae,CB
Arisaema heterophyllum,ÌìÄÏĞÇ,4,5,7,9,Arisaema,Araceae,CB
Arisaema lobatum,»¨ÄÏĞÇ,4,7,8,9,Arisaema,Araceae,CB
Arisaema ringens,ÆÕÍÓÄÏĞÇ,4,4,NA,NA,Arisaema,Araceae,CB
Arisaema serratum,Ï¸³İÄÏĞÇ,5,6,8,9,Arisaema,Araceae,CB
Arisaema sikokianum var. viridescens,ÂÌ°úµÆÌ¨Á«,NA,NA,NA,NA,NA,Araceae,CB
Arisaema silvestrii,¶õÎ÷ÄÏĞÇ,4,5,NA,NA,NA,Araceae,CB
Aristolochia contorta,±±Âí¶µÁå,5,7,8,10,Aristolochia,Aristolochiaceae,CB
Aristolochia debilis,Âí¶µÁå,6,7,9,10,NA,Aristolochiaceae,CB
Aristolochia fordiana,Í¨³Ç»¢,3,4,5,7,Aristolochia,Aristolochiaceae,CB
Aristolochia fujianensis,¸£½¨Âí¶µÁå,5,6,5,8,Aristolochia,Aristolochiaceae,CB
Aristolochia mollissima,Ñ°¹Ç·ç,6,7,9,10,Aristolochia,Aristolochiaceae,WD
Aristolochia moupinensis,±¦ĞËÂí¶µÁå,5,6,7,8,Aristolochia,Aristolochiaceae,WD
Aristolochia tubiflora,¹Ü»¨Âí¶µÁå,4,8,10,12,Aristolochia,Aristolochiaceae,CB
Arivela viscosa,»Æ»¨²İ,7,9,10,10,NA,Cleomaceae,CB
Armeniaca mume,Ã·,12,5,5,6,NA,Rosaceae,WD
Armeniaca vulgaris,ĞÓ,3,4,6,7,NA,Rosaceae,WD
Artemisia annua,»Æ»¨İï,8,10,8,10,NA,Asteraceae,CB
Artemisia anomala,Ææİï,6,10,6,10,Artemisia,Asteraceae,CB
Artemisia anomala var. tomentella,ÃÜÃ«Ææİï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia argyi,°¬,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia atrovirens,°µÂÌİï,9,10,10,11,Artemisia,Asteraceae,CB
Artemisia capillaris,Òğ³Âİï,9,12,9,12,NA,Asteraceae,CB
Artemisia carvifolia,Çàİï,6,9,6,9,Artemisia,Asteraceae,CB
Artemisia fukudo,±õ°¬,9,12,9,12,Artemisia,Asteraceae,CB
Artemisia indica,ÎåÔÂ°¬,9,10,9,10,Artemisia,Asteraceae,WD
Artemisia japonica,Äµİï,8,11,8,11,Artemisia,Asteraceae,CB
Artemisia lactiflora,°×°úİï,8,11,8,11,Artemisia,Asteraceae,CB
Artemisia lancea,°«İï,9,11,9,11,Artemisia,Asteraceae,CB
Artemisia latifolia,¿íÒ¶İï,7,10,7,10,NA,Asteraceae,CB
Artemisia lavandulifolia,Ò°°¬İï,7,10,7,10,NA,Asteraceae,CB
Artemisia princeps,¿ıİï,8,11,8,11,Artemisia,Asteraceae,CB
