scientific name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Agropyron sibiricum,Î÷²®ÀûÑÇ±ù²İ,6,7,6,7,NA,Poaceae,CB
Agrostis canina,ÆÕÍ¨¼ô¹ÉÓ±,7,7,NA,NA,NA,Poaceae,CB
Agrostis capillaris,Ï¸Èõ¼ô¹ÉÓ±,8,8,NA,NA,NA,Poaceae,CB
Agrostis dshungarica,ÏßĞò¼ô¹ÉÓ±,8,9,8,9,Agrostis,Poaceae,CB
Agrostis gigantea,¾ŞĞò¼ô¹ÉÓ±,7,8,7,8,NA,Poaceae,CB
Agrostis stolonifera,Î÷²®ÀûÑÇ¼ô¹ÉÓ±,7,8,7,8,Agrostis,Poaceae,CB
Agrostis turkestanica,±±½®¼ô¹ÉÓ±,7,8,7,8,NA,Poaceae,CB
Ailanthus altissima,³ô´»,6,7,9,10,Ailanthus,Simaroubaceae,WD
Ajania fastigiata,ĞÂ½®ÑÇ¾Õ,7,10,7,10,Ajania,Asteraceae,CB
Ajania fruticulosa,¹àÄ¾ÑÇ¾Õ,6,10,6,10,Ajania,Asteraceae,WD
Ajania scharnhorstii,µ¥Í·ÑÇ¾Õ,7,8,7,8,NA,Asteraceae,WD
Ajania tenuifolia,Ï¸Ò¶ÑÇ¾Õ,6,10,6,10,Ajania,Asteraceae,CB
Ajania tibetica,Î÷²ØÑÇ¾Õ,8,9,8,9,Ajania,Asteraceae,WD
Ajania trilobata,°«ÑÇ¾Õ,7,8,7,8,NA,Asteraceae,WD
Alajja anomala,ÒìÒ¶Ôª±¦²İ,7,7,NA,NA,Alajja,Lamiaceae,CB
Alcea rosea,Êñ¿û,2,8,NA,NA,NA,Malvaceae,CB
Alchemilla glabra,ÎŞÃ«ÓğÒÂ²İ,NA,NA,NA,NA,NA,Rosaceae,CB
Alchemilla gracilis,ÏËÏ¸ÓğÒÂ²İ,NA,NA,NA,NA,NA,Rosaceae,CB
Alchemilla japonica,ÓğÒÂ²İ,NA,NA,NA,NA,NA,Rosaceae,CB
Alfredia acantholepis,±¡Ò¶³áÄ¤¾Õ,7,10,7,10,Alfredia,Asteraceae,CB
Alfredia aspera,²ÚÃ«³áÄ¤¾Õ,7,9,7,9,Alfredia,Asteraceae,CB
Alfredia cernua,³áÄ¤¾Õ,9,9,9,9,Alfredia,Asteraceae,CB
Alfredia fetsowii,³¤Ò¶³áÄ¤¾Õ,7,8,7,8,Alfredia,Asteraceae,CB
Alfredia nivea,ºñÒ¶³áÄ¤¾Õ,7,9,7,9,Alfredia,Asteraceae,CB
Alhagi camelorum,ÂæÍÕ´Ì,NA,NA,NA,NA,NA,Fabaceae,WD
Alisma gramineum,²İÔóĞº,6,7,7,9,NA,Alismataceae,CB
Alisma lanceolatum,Ä¤¹ûÔóĞº,6,8,8,9,NA,Alismataceae,CB
Alisma nanum,Ğ¡ÔóĞº,8,9,9,10,NA,Alismataceae,CB
Alisma orientale,¶«·½ÔóĞº,5,7,7,9,NA,Alismataceae,CB
Alisma plantago-aquatica,ÔóĞº,5,8,7,9,NA,Alismataceae,CB
Allium altaicum,°¢¶ûÌ©´Ğ,8,9,8,9,Allium,Liliaceae,CB
Allium amphibolum,Ö±Á¢¾Â,7,7,NA,NA,NA,Liliaceae,CB
Allium anisopodium,°«¾Â,7,7,8,9,Allium,Liliaceae,CB
Allium atrosanguineum,À¶°ú´Ğ,6,6,7,8,NA,Liliaceae,CB
Allium bidentatum,É°¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium caeruleum,ÀâÒ¶Ş¯,6,8,6,8,NA,Liliaceae,CB
Allium caesium,ÖªÄ¸Ş¯,5,6,5,6,NA,Liliaceae,CB
Allium caespitosum,ÊèÉú¾Â,6,8,6,8,Allium,Liliaceae,CB
Allium caricoides,Ê¯Éú¾Â,7,8,7,8,NA,Liliaceae,CB
Allium carolinianum,Á­Ò¶¾Â,6,9,6,9,NA,Liliaceae,CB
Allium clathratum,Ï¸Ò¶±±¾Â,6,6,NA,NA,NA,Liliaceae,CB
Allium decipiens,ĞÇ»¨¾Â,5,6,5,6,NA,Liliaceae,CB
Allium delicatulum,ÃÔÈËŞ¯,6,7,6,7,NA,Liliaceae,CB
Allium eduardii,ºØÀ¼¾Â,8,8,NA,NA,NA,Liliaceae,CB
Allium fetisowii,¶à×ÑËâ,4,6,4,6,NA,Liliaceae,CB
Allium flavidum,ĞÂ½®¾Â,7,8,7,8,NA,Liliaceae,CB
Allium galanthum,Êµİã´Ğ,8,10,8,10,NA,Liliaceae,CB
Allium glomeratum,Í·»¨Ş¯,7,8,7,8,Allium,Liliaceae,CB
Allium grisellum,»ÒÆ¤Ğ¬,6,6,6,6,Allium,Liliaceae,CB
Allium hymenorhizum,±±½®¾Â,8,8,NA,NA,NA,Liliaceae,CB
Allium hymenorhizum var. dentatum,ºµÉú¾Â,8,8,NA,NA,NA,Liliaceae,CB
Allium kaschianum,²İµØ¾Â,7,8,7,8,Allium,Liliaceae,CB
Allium korolkowii,ºÖÆ¤¾Â,7,8,7,8,NA,Liliaceae,CB
Allium ledebourianum,Ó²Æ¤´Ğ,6,9,6,9,NA,Liliaceae,CB
Allium lineare,±±¾Â,7,8,7,8,NA,Liliaceae,CB
Allium mongolicum,ÃÉ¹Å¾Â,7,9,7,9,NA,Liliaceae,CB
Allium nutans,³İË¿É½¾Â,6,9,6,9,NA,Liliaceae,CB
Allium obliquum,¸ßİã¾Â,6,7,6,7,NA,Liliaceae,CB
Allium oreophilum,¸ßµØËâ,7,8,NA,NA,NA,Liliaceae,CB
Allium oreoprasum,Ì²µØ¾Â,6,8,6,8,NA,Liliaceae,CB
Allium pallasii,Ğ¡É½Ş¯,5,7,5,7,Allium,Liliaceae,CB
Allium petraeum,Ê¯ÆÂ¾Â,7,7,NA,NA,NA,Liliaceae,CB
Allium pevtzovii,À¥ÂØ¾Â,6,7,6,7,NA,Liliaceae,CB
Allium platyspathum,¿í°ú¾Â,6,8,6,8,NA,Liliaceae,CB
Allium polyrhizum,¼î¾Â,6,8,6,8,NA,Liliaceae,CB
Allium porrum,¾Â´Ğ,5,7,5,7,NA,Liliaceae,CB
Allium prostratum,ÃÉ¹ÅÒ°¾Â,7,8,7,8,NA,Liliaceae,CB
Allium przewalskianum,Çà¸Ê¾Â,6,9,6,9,NA,Liliaceae,CB
Allium ramosum,Ò°¾Â,6,9,6,9,NA,Liliaceae,CB
Allium roborowskianum,ĞÂ½®Ëâ,5,5,NA,NA,NA,Liliaceae,CB
Allium rubens,ºì»¨¾Â,6,8,6,8,NA,Liliaceae,CB
Allium sairamense,ÈüÀïÄ¾Ş¯,6,7,6,7,NA,Liliaceae,CB
Allium saxatile,³¤à¹¾Â,7,9,7,9,NA,Liliaceae,CB
Allium schoenoprasoides,Àà±±Ş¯,7,8,7,8,NA,Liliaceae,CB
Allium schoenoprasum,±±´Ğ,7,9,7,9,Allium,Liliaceae,CB
Allium schoenoprasum var. scaberrimum,²Úİã±±´Ğ,8,8,NA,NA,NA,Liliaceae,CB
Allium schrenkii,µ¥Ë¿»Ô¾Â,7,7,NA,NA,NA,Liliaceae,CB
Allium senescens,É½¾Â,7,7,8,9,NA,Liliaceae,CB
Allium setifolium,Ë¿Ò¶¾Â,6,8,6,8,NA,Liliaceae,CB
Allium strictum,»Ô¾Â,7,8,7,8,NA,Liliaceae,CB
Allium subtilissimum,ÃÛÄÒ¾Â,5,7,5,7,Allium,Liliaceae,CB
Allium tekesicola,»ÄÄ®¾Â,6,7,NA,NA,NA,Liliaceae,CB
Allium teretifolium,Î÷½®¾Â,7,8,7,8,NA,Liliaceae,CB
Allium thunbergii,ÇòĞò¾Â,8.25,10,8.25,10,Allium,Liliaceae,CB
Allium tianschanicum,ÌìÉ½¾Â,7,9,7,9,NA,Liliaceae,CB
Allium weschniakowii,Ì³Ë¿¾Â,7,8,7,8,NA,Liliaceae,CB
Alopecurus arundinaceus,Î­×´¿´ÂóÄï,6,8,6,8,Alopecurus,Poaceae,CB
Alopecurus himalaicus,Ï²ÂíÀ­ÑÅ¿´ÂóÄï,6,8,6,8,Alopecurus,Poaceae,CB
Alyssum canescens,»ÒÃ«Í¥Üù,6,9,7,10,NA,Brassicaceae,CB
Alyssum dasycarpum,´Ö¹ûÍ¥Üù,5,5,NA,NA,Alyssum,Brassicaceae,CB
Alyssum desertorum,Í¥Üù,4,5,NA,NA,Alyssum,Brassicaceae,CB
Alyssum lenense,±±·½Í¥Üù,5,6,NA,NA,Alyssum,Brassicaceae,CB
Alyssum linifolium,ÌõÒ¶Í¥Üù,3,4,NA,NA,Alyssum,Brassicaceae,CB
Alyssum simplex,ĞÂ½®Í¥Üù,4,6,4,6,Alyssum,Brassicaceae,CB
Alyssum tortuosum,Å¤Í¥Üù,NA,NA,NA,NA,NA,Brassicaceae,CB
Amaranthus retroflexus var. delilei,¶Ì°ú·´Ö¦ÜÈ,NA,NA,NA,NA,NA,Amaranthaceae,CB
Amberboa turanica,»Æ»¨çê¾Õ,6,9,6,9,Amberboa,Asteraceae,CB
Amblynotus rupestris,¶Û±³²İ,4,7,NA,NA,Amblynotus,Boraginaceae,CB
Amethystea caerulea,Ë®¼¬Õë,8,9,9,10,Amethystea,Lamiaceae,CB
Ammodendron argenteum,ÒøÉ°»±,NA,NA,NA,NA,NA,Fabaceae,WD
Ammopiptanthus mongolicus,É³¶¬Çà,4,6,5,8,NA,Fabaceae,WD
Ammopiptanthus nanus,Ğ¡É³¶¬Çà,NA,NA,NA,NA,NA,Fabaceae,WD
Amygdalus communis,±âÌÒ,3,4,7,8,NA,Rosaceae,WD
Amygdalus ferganensis,ĞÂ½®ÌÒ,3,4,7,8,NA,Rosaceae,WD
Amygdalus nana,°«±âÌÒ,4,5,6,7,Amygdalus,Rosaceae,WD
Amygdalus persica,ÌÒ,3,4,8,9,NA,Rosaceae,WD
Anabasis aphylla,ÎŞÒ¶¼ÙÄ¾Ôô,8,9,10,10,Anabasis,Chenopodiaceae,WD
Anabasis brevifolia,¶ÌÒ¶¼ÙÄ¾Ôô,7,8,8,10,Anabasis,Chenopodiaceae,WD
Anabasis cretacea,°×ÛÑ¼ÙÄ¾Ôô,8,10,8,10,NA,Chenopodiaceae,CB
Anabasis elatior,¸ßÖ¦¼ÙÄ¾Ôô,7,10,7,10,Anabasis,Chenopodiaceae,WD
Anabasis eriopoda,Ã«×ã¼ÙÄ¾Ôô,6,8,6,8,Anabasis,Chenopodiaceae,CB
Anabasis pelliotii,´Ö²Ú¼ÙÄ¾Ôô,8,10,8,10,Anabasis,Chenopodiaceae,CB
Anabasis salsa,ÑÎÉú¼ÙÄ¾Ôô,8,10,8,10,NA,Chenopodiaceae,WD
Anabasis truncata,Õ¹Ö¦¼ÙÄ¾Ôô,8,10,8,10,Anabasis,Chenopodiaceae,CB
Anaphalis virgata,ÖãÖ¦ÏãÇà,7,10,7,10,NA,Asteraceae,CB
Ancathia igniaria,Àß¹û¼»,7,9,7,9,Ancathia,Asteraceae,CB
Anchusa ovata,ÀÇ×Ï²İ,5,7,5,7,NA,Boraginaceae,CB
Androsace filiformis,¶«±±µãµØÃ·,5,6,6,7,Androsace,Primulaceae,CB
Androsace flavescens,ÄÏ½®µãµØÃ·,6,6,NA,NA,Androsace,Primulaceae,CB
Androsace globifera,ÇòĞÎµãµØÃ·,6,7,NA,NA,NA,Primulaceae,CB
Androsace incana,°×»¨µãµØÃ·,5,6,NA,NA,NA,Primulaceae,CB
Androsace lehmanniana,ºµÉúµãµØÃ·,6,7,NA,NA,Androsace,Primulaceae,CB
Androsace maxima,´ó°úµãµØÃ·,6,7,NA,NA,NA,Primulaceae,CB
Androsace nortonii,¾îÃ«µãµØÃ·,6,6,NA,NA,Androsace,Primulaceae,CB
Androsace ovczinnikovii,ÌìÉ½µãµØÃ·,6,6,NA,NA,Androsace,Primulaceae,CB
Androsace septentrionalis,±±µãµØÃ·,5,6,6,7,Androsace,Primulaceae,CB
Androsace septentrionalis var. breviscapa,¶Ìİã±±µãµØÃ·,NA,NA,NA,NA,NA,Primulaceae,CB
Androsace squarrosula,ÁÛÒ¶µãµØÃ·,5,6,NA,NA,Androsace,Primulaceae,CB
Androsace tanggulashanensis,ÌÆ¹ÅÀ­µãµØÃ·,7,7,NA,NA,NA,Primulaceae,CB
Androsace tapete,µæ×°µãµØÃ·,6,7,NA,NA,Androsace,Primulaceae,CB
Androsace zambalensis,¸ßÔ­µãµØÃ·,6,7,NA,NA,Androsace,Primulaceae,CB
Anemone altaica,°¢¶ûÌ©ÒøÁ«»¨,3,5,NA,NA,Anemone,Ranunculaceae,CB
Anemone geum subsp. ovalifolia,Êè³İÒøÁ«»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone gortschakowii,¿é¾¥ÒøÁ«»¨,4,5,NA,NA,NA,Ranunculaceae,CB
Anemone narcissiflora,Ë®ÏÉÒøÁ«»¨,6,7,NA,NA,Anemone,Ranunculaceae,CB
Anemone narcissiflora subsp. crinita,³¤Ã«ÒøÁ«»¨,5,7,5,7,NA,Ranunculaceae,CB
Anemone narcissiflora subsp. protracta,·üÃ«ÒøÁ«»¨,6,7,NA,NA,NA,Ranunculaceae,CB
Anemone rivularis,²İÓñÃ·,5,8,NA,NA,Anemone,Ranunculaceae,CB
Anemone rivularis var. flore-minore,Ğ¡»¨²İÓñÃ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone sylvestris,´ó»¨ÒøÁ«»¨,5,6,NA,NA,NA,Ranunculaceae,CB
Angelica multicaulis,¶à¾¥µ±¹é,7,8,NA,NA,NA,Apiaceae,CB
Angelica sylvestris,ÁÖµ±¹é,6,7,8,9,NA,Apiaceae,CB
Angelica ternata,ÈıĞ¡Ò¶µ±¹é,6,7,7,8,NA,Apiaceae,CB
Antennaria dioica,µûĞë,5,8,NA,NA,Antennaria,Asteraceae,CB
Anthoxanthum glabrum,¹âïûÏã²İ,6,9,6,9,NA,Poaceae,CB
Anthoxanthum nitens,Ã©Ïã,6,9,6,9,NA,Poaceae,CB
Anthoxanthum odoratum,»Æ»¨Ã©,7,8,NA,NA,Anthoxanthum,Poaceae,CB
Anthoxanthum odoratum subsp. alpinum,ÈÕ±¾»Æ»¨Ã©,6,8,6,8,NA,Poaceae,CB
Anthriscus sylvestris,¶ë²Î,4,5,4,5,Anthriscus,Apiaceae,CB
Anthriscus sylvestris subsp. nemorosa,´Ì¹û¶ë²Î,NA,NA,NA,NA,NA,Apiaceae,CB
Aphragmus oxycarpus,¼â¹ûº®Ô­Üù,7,7,NA,NA,Aphragmus,Brassicaceae,CB
Apocynum pictum,°×Âé,4,9,7,12,Apocynum,Apocynaceae,WD
Apocynum venetum,ÂŞ²¼Âé,4,9,7,12,NA,Apocynaceae,WD
Aquilegia atrovinosa,°µ×Ïñï¶·²Ë,5,7,NA,NA,Aquilegia,Ranunculaceae,CB
Aquilegia brevicalcarata,¶Ì¾àñï¶·²Ë,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aquilegia glandulosa,´ó»¨ñï¶·²Ë,6,8,NA,NA,Aquilegia,Ranunculaceae,CB
Aquilegia lactiflora,°×»¨ñï¶·²Ë,7,8,NA,NA,Aquilegia,Ranunculaceae,CB
Aquilegia sibirica,Î÷²®ÀûÑÇñï¶·²Ë,6,7,NA,NA,NA,Ranunculaceae,CB
Arabidopsis thaliana,Êó¶ú½æ,1,6,NA,NA,Arabidopsis,Brassicaceae,CB
Arabis auriculata,¶úÒ¶ÄÏ½æ,3,6,3,6,NA,Brassicaceae,CB
Arabis borealis,ĞÂ½®ÄÏ½æ,NA,NA,NA,NA,NA,Brassicaceae,CB
Arabis fruticulosa,Ğ¡¹àÄ¾ÄÏ½æ,5,5,5,5,NA,Brassicaceae,WD
Arabis hirsuta,Ó²Ã«ÄÏ½æ,4,8,5,9,NA,Brassicaceae,CB
Arabis pendula,´¹¹ûÄÏ½æ,6,8,7,9,NA,Brassicaceae,CB
Archangelica brevicaulis,¶Ì¾¥¹Åµ±¹é,7,8,8,9,NA,Apiaceae,CB
Archangelica decurrens,ÏÂÑÓÒ¶¹Åµ±¹é,7,8,8,9,NA,Apiaceae,CB
Arctium tomentosum,Ã«Í·Å£İò,7,9,7,9,Arctium,Asteraceae,CB
Arctous alpinus,±±¼«¹û,5,6,7,8,Arctous,Ericaceae,WD
Arctous ruber,ºì±±¼«¹û,7,7,8,8,Arctous,Ericaceae,WD
Arenaria aksayqingensis,°¢¿ËÈûÇÕÑ©ÁéÖ¥,7,7,NA,NA,Arenaria,Caryophyllaceae,CB
Arenaria androsacea,µãµØÃ·×´ÀÏÅ£½î,7,9,7,9,NA,Caryophyllaceae,CB
Arenaria asiatica,ÑÇÖŞÎŞĞÄ²Ë,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Arenaria bryophylla,Şº×´Ñ©ÁéÖ¥,6,7,NA,NA,Arenaria,Caryophyllaceae,CB
Arenaria festucoides,ºüÃ©×´Ñ©ÁéÖ¥,6,7,7,8,Arenaria,Caryophyllaceae,CB
Arenaria formosa,ÃÀÀöÀÏÅ£½î,7,8,NA,NA,NA,Caryophyllaceae,CB
Arenaria griffithii,Âã¾¥ÀÏÅ£½î,6,7,NA,NA,NA,Caryophyllaceae,CB
Arenaria meyeri,¸ßÉ½ÀÏÅ£½î,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Arenaria potaninii,ÎåÈïÀÏÅ£½î,6,7,NA,NA,Arenaria,Caryophyllaceae,CB
Arenaria saginoides,Æá¹ÃÎŞĞÄ²Ë,7,9,7,9,NA,Caryophyllaceae,CB
Arenaria shannanensis,·Û»¨Ñ©ÁéÖ¥,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Arenaria stracheyi,²ØÎ÷ÎŞĞÄ²Ë,7,8,7,8,Arenaria,Caryophyllaceae,CB
Aristida adscensionis,ÈıÃ¢²İ,6,10,6,10,Aristida,Poaceae,CB
Armeniaca vulgaris,ĞÓ,3,4,6,7,NA,Rosaceae,WD
Arnebia decumbens,Ó²İàÈí×Ï²İ,5,6,5,6,Arnebia,Boraginaceae,CB
Arnebia euchroma,Èí×Ï²İ,6,8,6,8,Arnebia,Boraginaceae,CB
Arnebia guttata,»Æ»¨Èí×Ï²İ,6,10,6,10,Arnebia,Boraginaceae,CB
Arnebia tschimganica,ÌìÉ½Èí×Ï²İ,4,5,NA,NA,Arnebia,Boraginaceae,CB
Artemisia absinthium,ÖĞÑÇ¿àİï,8,9,8,9,NA,Asteraceae,CB
Artemisia anethifolia,¼îİï,8,10,8,10,NA,Asteraceae,CB
Artemisia anethoides,İªÂÜİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia argyrophylla,ÒøÒ¶İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia argyrophylla var. brevis,Ğ¡ÒøÒ¶İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia aschurbajewii,ºÖÍ·İï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia austriaca,Òøİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia bargusinensis,°Í¶û¹Å½òİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia caespitosa,°«´Ôİï,8,10,8,10,NA,Asteraceae,CB
Artemisia campestris,»ÄÒ°İï,7,10,7,10,NA,Asteraceae,WD
Artemisia demissa,ÏË¸Ëİï,7,9,7,9,Artemisia,Asteraceae,CB
Artemisia depauperata,ÖĞÑÇ²İÔ­İï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia desertorum,É³İï,8,10,8,10,NA,Asteraceae,CB
Artemisia disjuncta,°«´Ô¹âİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia dracunculus,Áúİï,7,10,7,10,Artemisia,Asteraceae,WD
Artemisia dracunculus var. changaica,º¼°®Áúİï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia dracunculus var. pamirica,ÅÁÃ×¶ûİï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia dracunculus var. turkestanica,¿íÁÑÁúİï,NA,NA,NA,NA,NA,Asteraceae,WD
