scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Acer henryi,½¨Ê¼éÊ,4,4,9,9,Acer,Aceraceae,WD
Acer kweilinense,¹ğÁÖéÊ,4,4,9,9,NA,Aceraceae,WD
Acer laevigatum,¹âÒ¶éÊ,4,4,7,8,NA,Aceraceae,WD
Acer laxiflorum,Êè»¨éÊ,4,4,9,9,NA,Aceraceae,WD
Acer linganense,ÁÙ°²éÊ,4,5,9,9,Acer,Aceraceae,WD
Acer longipes,³¤±úéÊ,4,4,9,9,Acer,Aceraceae,WD
Acer lungshengense,ÁúÊ¤éÊ,NA,NA,9,9,NA,Aceraceae,WD
Acer mandshuricum,¶«±±éÊ,6,6,9,9,Acer,Aceraceae,WD
Acer maximowiczianum,Ã«¹ûéÊ,NA,NA,NA,NA,NA,Aceraceae,WD
Acer maximowiczii,Îå¼âéÊ,5,5,9,9,NA,Aceraceae,WD
Acer miaotaiense,ÃíÌ¨éÊ,5,5,9,9,NA,Aceraceae,WD
Acer oblongum,·É¶êéÊ,4,4,9,9,Acer,Aceraceae,WD
Acer oliverianum,ÎåÁÑéÊ,5,5,9,9,NA,Aceraceae,WD
Acer palmatum,¼¦×¦éÊ,5,5,10,10,NA,Aceraceae,WD
Acer pictum subsp. macropterum,´ó³áÉ«Ä¾éÊ,NA,NA,NA,NA,NA,Aceraceae,WD
Acer pictum subsp. mono,Îå½Ç·ã,4,5,9,9,NA,Aceraceae,WD
Acer pictum subsp. tricuspis,Èı¼âÉ«Ä¾·ã,NA,NA,NA,NA,NA,Aceraceae,WD
Acer robustum,è¾Ò¶éÊ,5,5,9,10,NA,Aceraceae,WD
Acer shenkanense,ÉÂ¸ÊéÊ,4,5,7,9,NA,Aceraceae,WD
Acer sinense,ÖĞ»ªéÊ,5,5,9,9,NA,Aceraceae,WD
Acer sinopurpurascens,ÌìÄ¿éÊ,4,4,9,9,Acer,Aceraceae,WD
Acer stachyophyllum,Ã«Ò¶éÊ,5,5,9,10,Acer,Aceraceae,WD
Acer stachyophyllum subsp. tetramerum,ËÄÈïéÊ,NA,NA,NA,NA,NA,Aceraceae,WD
Acer sutchuenense,ËÄ´¨éÊ,5,5,9,9,Acer,Aceraceae,WD
Acer tataricum subsp. ginnala,²èÌõ·ã,NA,NA,NA,NA,NA,Aceraceae,WD
Acer tenellum,±¡Ò¶éÊ,5,5,9,9,NA,Aceraceae,WD
Acer truncatum,Ôª±¦éÊ,4,4,8,8,NA,Aceraceae,WD
Acer tsinglingense,ÇØÁë·ã,4,4,8,9,NA,Aceraceae,WD
Acer wilsonii,ÈıÏ¿éÊ,4,5,9,9,NA,Aceraceae,WD
Achillea wilsoniana,ÔÆÄÏİé,7,8,8,9,Achillea,Asteraceae,CB
Achnatherum coreanum,´óÒ¶Ö±Ã¢²İ,NA,NA,8,10,NA,Poaceae,CB
Achnatherum henryi,ºş±±Ü¸Ü¸²İ,4,6,NA,NA,NA,Poaceae,CB
Achnatherum pekinense,¾©Ã¢²İ,8,10,8,10,NA,Poaceae,CB
Achyranthes bidentata,Å£Ï¥,7,9,9,10,Achyranthes,Amaranthaceae,CB
Achyranthes longifolia,ÁøÒ¶Å£Ï¥,NA,NA,NA,NA,NA,Amaranthaceae,CB
Achyrospermum wallichianum,Î÷²ØÁÛ¹û²İ,8,9,NA,NA,Achyrospermum,Lamiaceae,CB
Aconitum cannabifolium,´óÂéÒ¶ÎÚÍ·,8,9,9,10,Aconitum,Ranunculaceae,CB
Aconitum carmichaelii,ÎÚÍ·,9,10,10,10,NA,Ranunculaceae,CB
Aconitum carmichaelii var. truppelianum,Õ¹Ã«ÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum finetianum,¸ÓÍîÎÚÍ·,8,9,10,10,Aconitum,Ranunculaceae,CB
Aconitum hemsleyanum,¹ÏÒ¶ÎÚÍ·,8,10,9,10,Aconitum,Ranunculaceae,CB
Aconitum henryi,´¨¶õÎÚÍ·,9,10,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum ichangense,°Í¶«ÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum kirinense var. australe,Ã«¹û¼ªÁÖÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum pendulum,Ìú°ô´¸,7,9,NA,NA,NA,Ranunculaceae,CB
Aconitum racemulosum,ÑÒÎÚÍ·,9,10,10,10,NA,Ranunculaceae,CB
Aconitum scaposum,»¨İãÎÚÍ·,7,8,9,10,Aconitum,Ranunculaceae,CB
Aconitum sinomontanum,¸ßÎÚÍ·,6,9,8,9,Aconitum,Ranunculaceae,CB
Aconitum sinomontanum var. angustius,ÏÁ¿ø¸ßÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Acorus calamus,İÅÆÑ,6,9,NA,NA,Acorus,Araceae,CB
Acorus gramineus,½ğÇ®ÆÑ,4,7,7,8,NA,Araceae,CB
Acorus tatarinowii,Ê¯İÅÆÑ,4,8,NA,NA,NA,Araceae,CB
Acroglochin persicarioides,Ç§ÕëÜÈ,NA,NA,7,11,NA,Chenopodiaceae,CB
Actaea asiatica,ÀàÒ¶ÉıÂé,4,6,6,10,Actaea,Ranunculaceae,CB
Actinidia arguta,ÈíÔæâ¨ºïÌÒ,4,4,8,10,NA,Actinidiaceae,WD
Actinidia arguta var. giraldii,ÉÂÎ÷â¨ºïÌÒ,6,7,7,9,NA,Actinidiaceae,WD
Actinidia callosa,Ó²³İâ¨ºïÌÒ,4,6,9,10,NA,Actinidiaceae,WD
Actinidia callosa var. discolor,ÒìÉ«â¨ºïÌÒ,NA,NA,NA,NA,NA,Actinidiaceae,WD
Actinidia callosa var. henryi,¾©Àæâ¨ºïÌÒ,5,6,7,10,NA,Actinidiaceae,WD
Actinidia chengkouensis,³Ç¿Úâ¨ºïÌÒ,6,6,NA,NA,Actinidia,Actinidiaceae,WD
Actinidia chinensis var. deliciosa,ÃÀÎ¶â¨ºïÌÒ,NA,NA,NA,NA,NA,Actinidiaceae,WD
Actinidia kolomikta,¹·Ôæâ¨ºïÌÒ,5.2,7.1,9,10,Actinidia,Actinidiaceae,WD
Actinidia laevissima,»¬Ò¶â¨ºïÌÒ,5.1,6.1,NA,NA,Actinidia,Actinidiaceae,WD
Actinidia lanceolata,Ğ¡Ò¶â¨ºïÌÒ,5.15,6.15,11,11,Actinidia,Actinidiaceae,WD
Actinidia macrosperma,´ó×Ñâ¨ºïÌÒ,5,6,7,10,Actinidia,Actinidiaceae,WD
Actinidia melanandra,ºÚÈïâ¨ºïÌÒ,4,6,7,8,NA,Actinidiaceae,WD
Actinidia polygama,¸ğÔæâ¨ºïÌÒ,6,7,7,10,NA,Actinidiaceae,WD
Actinidia rubricaulis,ºì¾¥â¨ºïÌÒ,4,5,6,7,NA,Actinidiaceae,WD
Actinidia rubricaulis var. coriacea,¸ïÒ¶â¨ºïÌÒ,5,6,7,9,NA,Actinidiaceae,WD
Actinidia tetramera,ËÄİàâ¨ºïÌÒ,6,7,7,10,NA,Actinidiaceae,WD
Actinidia trichogyna,Ã«Èïâ¨ºïÌÒ,5,6,7,10,Actinidia,Actinidiaceae,WD
Actinidia valvata,¶Ôİàâ¨ºïÌÒ,5,6,7,9,Actinidia,Actinidiaceae,WD
Actinodaphne cupularis,ºì¹û»ÆÈâéª,11,3,7,10,Actinodaphne,Lauraceae,WD
Actinodaphne forrestii,Ã«¼âÊ÷,11,3,8,9,Actinodaphne,Lauraceae,WD
Actinodaphne obscurinervia,ÒşÂö»ÆÈâéª,NA,NA,6,7,NA,Lauraceae,WD
Actinostemma tenerum,ºĞ×Ó²İ,7,9,9,9,NA,Cucurbitaceae,CB
Adelostemma gracillimum,ÈéÍ»¹û,NA,NA,NA,NA,NA,Asclepiadaceae,CB
Adenocaulon himalaicum,ºÍÉĞ²Ë,6,8,8,10,Adenocaulon,Asteraceae,CB
Adenophora capillaris,Ë¿ÁÑÉ³²Î,7,8,NA,NA,NA,Campanulaceae,CB
Adenophora hubeiensis,¶õÎ÷É³²Î,8,9,NA,NA,Adenophora,Campanulaceae,CB
Adenophora longipedicellata,ºş±±É³²Î,8,10,NA,NA,Adenophora,Campanulaceae,CB
Adenophora petiolata,ÇØÁëÉ³²Î,7,8,NA,NA,Adenophora,Campanulaceae,CB
Adenophora petiolata subsp. hunanensis,ĞÓÒ¶É³²Î,NA,NA,NA,NA,NA,Campanulaceae,CB
Adenophora potaninii,ÅİÉ³²Î,7,10,10,11,Adenophora,Campanulaceae,CB
Adenophora remotiflora,±¡Ò¶ÜùÆs,7,8,NA,NA,Adenophora,Campanulaceae,CB
Adenophora rupincola,¶àÃ«É³²Î,7,10,NA,NA,Adenophora,Campanulaceae,CB
Adenophora stricta,´¨Î÷É³²Î,8,10,NA,NA,Adenophora,Campanulaceae,CB
Adenophora tetraphylla,ÂÖÒ¶É³²Î,2,11,3,11,NA,Campanulaceae,CB
Adenophora trachelioides,ÜùÆs,7,8,8,9,NA,Campanulaceae,CB
Adenostemma lavenia,ÏÂÌï¾Õ,8,10,9,10,Adenostemma,Asteraceae,CB
Adenostemma lavenia var. latifolium,ÏÂÌï¾Õ¿íÒ¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Adina pilulifera,Ë®ÍÅ»¨,6,7,NA,NA,Adina,Rubiaceae,WD
Adina rubella,Ï¸Ò¶Ë®ÍÅ»¨,7,8,9,9,NA,Rubiaceae,WD
Adinandra millettii,ÑîÍ©,5,7,8,10,Adinandra,Theaceae,WD
Adonis davidii,¶ÌÖù²à½ğÕµ»¨,4,8,NA,NA,Adonis,Ranunculaceae,CB
Adonis sutchuenensis,Êñ²à½ğÕµ»¨,4,6,NA,NA,Adonis,Ranunculaceae,CB
Aeginetia indica,Ò°İÔ,6,10,9,11,Aeginetia,Orobanchaceae,CB
Aegopodium alpestre,¶«±±Ñò½ÇÇÛ,NA,NA,6,8,NA,Apiaceae,CB
Aegopodium henryi,°Í¶«Ñò½ÇÇÛ,6,8,6,8,Aegopodium,Apiaceae,CB
Aesculus chinensis var. wilsonii,ÌìÊ¦Àõ,NA,NA,NA,NA,NA,Hippocastanaceae,WD
Agapetes lacei,µÆÁı»¨,1,6,7,7,Agapetes,Ericaceae,WD
Agastache rugosa,Ş½Ïã,6,9,9,11,NA,Lamiaceae,CB
Aglaia odorata,Ã××ĞÀ¼,5,12,7,3,NA,Meliaceae,WD
Agrimonia nipponica var. occidentalis,Ğ¡»¨ÁúÑ¿²İ,NA,NA,8,11,NA,Rosaceae,CB
Agrimonia pilosa,ÁúÑ¿²İ,5,12,5,12,Agrimonia,Rosaceae,CB
Agrimonia pilosa var. nepalensis,»ÆÁúÎ²,NA,NA,NA,NA,NA,Rosaceae,CB
Agrostis brachiata,´ó×¶¼ô¹ÉÓ±,7,8,7,8,Agrostis,Poaceae,CB
Agrostis clavata,»ª±±¼ô¹ÉÓ±,NA,NA,7,10,NA,Poaceae,CB
Agrostis gigantea,¾ŞĞò¼ô¹ÉÓ±,NA,NA,7,9,NA,Poaceae,CB
Agrostis micrantha,¶à»¨¼ô¹ÉÓ±,5,7,5,7,Agrostis,Poaceae,CB
Agrostis stolonifera,Î÷²®ÀûÑÇ¼ô¹ÉÓ±,8,8,NA,NA,Agrostis,Poaceae,CB
Aidia cochinchinensis,ÜçÊ÷,3,6,5,2,Aidia,Rubiaceae,WD
Ailanthus altissima,³ô´»,6,7,9,10,Ailanthus,Simaroubaceae,WD
Ailanthus altissima var. sutchuenensis,´ó¹û³ô´»,NA,NA,NA,NA,NA,Simaroubaceae,WD
Ailanthus altissima var. tanakai,Ì¨Íå³ô´»,NA,NA,NA,NA,NA,Simaroubaceae,WD
Ailanthus vilmoriniana,´Ì³ô´»,NA,NA,NA,NA,NA,Simaroubaceae,WD
Ainsliaea fragrans,ĞÓÏãÍÃ¶ù·ç,11,11,11,11,Ainsliaea,Asteraceae,CB
Ainsliaea glabra,¹âÒ¶ÍÃ¶ù·ç,4,4,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea gracilis,ÏËÖ¦ÍÃ¶ù·ç,8,8,10,10,Ainsliaea,Asteraceae,CB
Ainsliaea grossedentata,´Ö³İÍÃ¶ù·ç,7,8,10,10,Ainsliaea,Asteraceae,CB
Ainsliaea henryi,³¤ËëÍÃ¶ù·ç,7,7,NA,NA,NA,Asteraceae,CB
Ainsliaea latifolia,¿íÒ¶ÍÃ¶ù·ç,4,10,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea macroclinidioides,µÆÌ¨ÍÃ¶ù·ç,8,11,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea ramosa,Á«ãûÍÃ¶ù·ç,9,9,11,11,NA,Asteraceae,CB
Ainsliaea rubrifolia,ºì±³ÍÃ¶ù·ç,5,6,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea spicata,Ï¸ËëÍÃ¶ù·ç,4,6,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea sutchuenensis,ËÄ´¨ÍÃ¶ù·ç,4,5,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea tenuicaulis,Ï¸¾¥ÍÃ¶ù·ç,4,7,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea yunnanensis,ÔÆÄÏÍÃ¶ù·ç,9,1,NA,NA,Ainsliaea,Asteraceae,CB
Ajania variifolia,ÒìÒ¶ÑÇ¾Õ,8,9,8,9,Ajania,Asteraceae,WD
Ajuga ciliata,½î¹Ç²İ,4,8,7,9,Ajuga,Lamiaceae,CB
Ajuga ciliata var. glabrescens,½î¹Ç²İÎ¢Ã«±äÖÖ,4,7,7,9,NA,Lamiaceae,CB
Ajuga decumbens,½ğ´¯Ğ¡²İ,3,4,5,11,NA,Lamiaceae,CB
Ajuga decumbens var. oblancifolia,½ğ´¯Ğ¡²İÏÁÒ¶±äÖÖ,NA,NA,NA,NA,NA,Lamiaceae,CB
Ajuga linearifolia,ÏßÒ¶½î¹Ç²İ,4,5,5,10,Ajuga,Lamiaceae,CB
Ajuga nipponensis,×Ï±³½ğÅÌ,5,6,5,7,Ajuga,Lamiaceae,CB
Akebia quinata,Ä¾Í¨,4,6,6,8,Akebia,Lardizabalaceae,WD
Akebia trifoliata,ÈıÒ¶Ä¾Í¨,4,6,7,9,NA,Lardizabalaceae,WD
Akebia trifoliata subsp. australis,°×Ä¾Í¨,3,4,5,6,NA,Lardizabalaceae,WD
Alangium chinense,°Ë½Ç·ã,5,7,6,9,NA,Alangiaceae,WD
Alangium chinense subsp. pauciflorum,Ï¡»¨°Ë½Ç·ã,NA,NA,NA,NA,NA,Alangiaceae,WD
Alangium chinense subsp. strigosum,·üÃ«°Ë½Ç·ã,6,7,8,9,NA,Alangiaceae,WD
Alangium faberi,Ğ¡»¨°Ë½Ç·ã,6,7,7,8,NA,Alangiaceae,WD
Alangium kurzii,Ã«°Ë½Ç·ã,5,6,9,9,NA,Alangiaceae,WD
Alangium kurzii var. handelii,ÔÆÉ½°Ë½Ç·ã,NA,NA,NA,NA,NA,Alangiaceae,WD
Alangium platanifolium var. trilobum,ÈıÁÑ¹ÏÄ¾,3,6,7,9,NA,Alangiaceae,WD
Albizia chinensis,éºÊ÷,3,5,6,12,NA,Fabaceae,WD
Alcea rosea,Êñ¿û,2,8,NA,NA,NA,Malvaceae,CB
Alchornea davidii,É½Âé¸Ë,3,4,4,8,NA,Euphorbiaceae,WD
Alchornea trewioides,ºì±³É½Âé¸Ë,3,5,6,8,Alchornea,Euphorbiaceae,WD
Alchornea trewioides var. sinica,ÂÌ±³É½Âé¸Ë,4,5,6,9,NA,Euphorbiaceae,WD
Aletris glabra,ÎŞÃ«·ÛÌõ¶ù²Ë,5,6,7,8,Aletris,Liliaceae,CB
Aletris spicata,·ÛÌõ¶ù²Ë,4,6,6,8,Aletris,Liliaceae,CB
Aletris stenoloba,ÏÁ°ê·ÛÌõ¶ù²Ë,4,6,7,7,Aletris,Liliaceae,CB
Alisma canaliculatum,Õ­Ò¶ÔóĞº,NA,NA,5,10,NA,Alismataceae,CB
Alisma orientale,¶«·½ÔóĞº,6,7,7,9,NA,Alismataceae,CB
Allium cepa var. proliferum,Â¥×Ó´Ğ,NA,NA,NA,NA,NA,Liliaceae,CB
Allium chinense,ËŠÍ·,9,10,10,10,NA,Liliaceae,CB
Allium chrysanthum,Ò°´Ğ,7,8,9,9,Allium,Liliaceae,CB
Allium cyaneum,ÌìÀ¶¾Â,8,8,9,10,Allium,Liliaceae,CB
Allium funckiifolium,Óñô¢Ò¶É½´Ğ,6,7,8,8,NA,Liliaceae,CB
Allium henryi,Êè»¨¾Â,8,10,9,10,Allium,Liliaceae,CB
Allium ovalifolium,ÂÑÒ¶É½´Ğ,6,7,7,9,Allium,Liliaceae,CB
Allium paepalanthoides,ÌìËâ,8,8,8,9,Allium,Liliaceae,CB
Allium plurifoliatum,¶àÒ¶¾Â,8,8,8,10,Allium,Liliaceae,CB
Allium prattii,Ì«°×É½´Ğ,6,8,7,9,Allium,Liliaceae,CB
Allium thunbergii,ÇòĞò¾Â,9,10,9,10,Allium,Liliaceae,CB
Allium tuberosum,¾Â,7,9,9,10,NA,Liliaceae,CB
Allium tubiflorum,ºÏ±»¾Â,NA,NA,7,10,NA,Liliaceae,CB
Allium victorialis,ÆŒ´Ğ,7,8,8,10,Allium,Liliaceae,CB
Alniphyllum fortunei,³àÑîÒ¶,4,7,8,10,Alniphyllum,Styracaceae,WD
Alnus cremastogyne,èçÄ¾,5,7,8,9,NA,Betulaceae,WD
Alnus trabeculosa,½­ÄÏèçÄ¾,5,6,8,9,NA,Betulaceae,WD
Alpinia japonica,É½½ª,4,5,6,7,NA,Zingiberaceae,CB
Amaranthus viridis,Öå¹ûÜÈ,5,7,7,10,NA,Amaranthaceae,CB
Amelanchier asiatica,¶«ÑÇÌÆé¦,4,5,8,9,Amelanchier,Rosaceae,WD
Amelanchier sinica,ÌÆé¦,4,5,7,8,NA,Rosaceae,WD
Amethystea caerulea,Ë®¼¬Õë,7,8,8,10,Amethystea,Lamiaceae,CB
Amitostigma capitatum,Í·ĞòÎŞÖùÀ¼,7,7,NA,NA,Amitostigma,Orchidaceae,CB
Amitostigma gracile,ÎŞÖùÀ¼,5,6,9,10,Amitostigma,Orchidaceae,CB
Ammannia auriculata,¶ú»ùË®ÜÈ,8,9,8,12,Ammannia,Lythraceae,CB
Ammannia baccifera,Ë®ÜÈ²Ë,8,10,9,12,NA,Lythraceae,CB
Amorphophallus konjac,Ä¥Óó,4,4,NA,NA,Amorphophallus,Araceae,CB
Amorphophallus paeoniifolius,ğà±úÄ¥Óó,4,5,10,11,Amorphophallus,Araceae,CB
Ampelocalamus microphyllus,°ÓÖñ,4,6,NA,NA,Ampelocalamus,Poaceae,WD
Ampelopsis aconitifolia,ÎÚÍ·Ò¶ÉßÆÏÌÑ,6,6,6,7,Ampelopsis,Vitaceae,WD
Ampelopsis aconitifolia var. palmiloba,ÕÆÁÑ²İÆÏÌÑ,5,7,8,9,NA,Vitaceae,WD
Ampelopsis bodinieri,À¶¹ûÉßÆÏÌÑ,4,6,7,8,Ampelopsis,Vitaceae,WD
Ampelopsis bodinieri var. cinerea,»ÒÃ«ÉßÆÏÌÑ,NA,NA,NA,NA,NA,Vitaceae,WD
Ampelopsis cantoniensis,¹ã¶«ÉßÆÏÌÑ,4,7,8,11,Ampelopsis,Vitaceae,WD
Ampelopsis chaffanjonii,ÓğÒ¶ÉßÆÏÌÑ,6,6,8,8,NA,Vitaceae,WD
Ampelopsis delavayana,ÈıÁÑÉßÆÏÌÑ,5,6,10,10,Ampelopsis,Vitaceae,WD
Ampelopsis delavayana var. glabra,ÕÆÁÑÉßÆÏÌÑ,NA,NA,NA,NA,NA,Vitaceae,WD
Ampelopsis delavayana var. setulosa,Ã«ÈıÁÑÉßÆÏÌÑ,NA,NA,NA,NA,NA,Vitaceae,WD
Ampelopsis glandulosa,ÉßÆÏÌÑ,4,8,7,10,Ampelopsis,Vitaceae,WD
Ampelopsis glandulosa var. brevipedunculata,¶«±±ÉßÆÏÌÑ,7,8,9,10,NA,Vitaceae,WD
Ampelopsis glandulosa var. hancei,¹âÒ¶ÉßÆÏÌÑ,4,6,8,10,NA,Vitaceae,WD
Ampelopsis glandulosa var. heterophylla,ÒìÒ¶ÉßÆÏÌÑ,4,6,7,10,NA,Vitaceae,WD
Ampelopsis glandulosa var. kulingensis,êôÁëÉßÆÏÌÑ,5,7,8,9,NA,Vitaceae,WD
Ampelopsis grossedentata,ÏÔ³İÉßÆÏÌÑ,5,8,8,12,Ampelopsis,Vitaceae,WD
Ampelopsis humulifolia,È„Ò¶ÉßÆÏÌÑ,7,8,7,9,Ampelopsis,Vitaceae,WD
Ampelopsis japonica,°×İü,7,8,9,10,Ampelopsis,Vitaceae,WD
Ampelopsis megalophylla,´óÒ¶ÉßÆÏÌÑ,6,6,8,10,Ampelopsis,Vitaceae,WD
Ampelopsis megalophylla var. jiangxiensis,ÈáÃ«´óÒ¶ÉßÆÏÌÑ,5,7,NA,NA,NA,Vitaceae,WD
Amphicarpaea bracteata subsp. edgeworthii,Á½ĞÍ¶¹,NA,NA,NA,NA,NA,Fabaceae,CB
Amydrium sinense,À×¹«Á¬,6,7,7,11,Amydrium,Araceae,CB
Amygdalus davidiana,É½ÌÒ,3,4,7,8,NA,Rosaceae,WD
Amygdalus kansuensis,¸ÊËàÌÒ,3,4,8,9,Amygdalus,Rosaceae,WD
Amygdalus persica,ÌÒ,3,4,8,9,NA,Rosaceae,WD
Amygdalus triloba,ÓÜÒ¶Ã·,4,5,5,7,NA,Rosaceae,WD
Anaphalis aureopunctata,»ÆÏÙÏãÇà,7,9,9,10,NA,Asteraceae,CB
Anaphalis aureopunctata var. plantaginifolia,»ÆÏÙÏãÇà³µÇ°Ò¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis aureopunctata var. tomentosa,»ÆÏÙÏãÇàÈŞÃ«±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis busua,ÖëÃ«ÏãÇà,9,10,10,10,Anaphalis,Asteraceae,CB
Anaphalis contorta,ĞıÒ¶ÏãÇà,8,10,NA,NA,Anaphalis,Asteraceae,CB
Anaphalis flavescens,µ­»ÆÏãÇà,8,9,9,10,Anaphalis,Asteraceae,CB
Anaphalis margaritacea,Öé¹âÏãÇà,8,9,9,11,Anaphalis,Asteraceae,CB
Anaphalis margaritacea var. cinnamomea,Öé¹âÏãÇà»ÆºÖ±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis margaritacea var. japonica,Öé¹âÏãÇàÏßÒ¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis sinica,ÏãÇà,7,10,7,10,NA,Asteraceae,CB
Ancylostemon humilis,°«Ö±°êÜÄÌ¦,7,7,8,8,Ancylostemon,Gesneriaceae,CB
Ancylostemon saxatilis,Ö±°êÜÄÌ¦,8,8,9,9,Ancylostemon,Gesneriaceae,CB
Androsace henryi,Á«Ò¶µãµØÃ·,4,5,5,6,Androsace,Primulaceae,CB
Androsace laxa,ÇØ°ÍµãµØÃ·,6,7,NA,NA,Androsace,Primulaceae,CB
Androsace umbellata,µãµØÃ·,3,4,5,5,Androsace,Primulaceae,CB
Anemone altaica,°¢¶ûÌ©ÒøÁ«»¨,3,5,NA,NA,Anemone,Ranunculaceae,CB
Anemone davidii,Î÷ÄÏÒøÁ«»¨,4,6,NA,NA,Anemone,Ranunculaceae,CB
Anemone exigua,Ğ¡ÒøÁ«»¨,6,8,NA,NA,Anemone,Ranunculaceae,CB
Anemone flaccida,¶ìÕÆ²İ,4,6,NA,NA,Anemone,Ranunculaceae,CB
Anemone flaccida var. hirtella,Õ¹Ã«¶ìÕÆ²İ,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone flaccida var. hofengensis,º×·åÒøÁ«»¨,5,5,NA,NA,NA,Ranunculaceae,CB
Anemone hupehensis,´òÆÆÍë»¨»¨,7,10,11,11,Anemone,Ranunculaceae,CB
Anemone hupehensis var. japonica,ÇïÄµµ¤,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone rivularis,²İÓñÃ·,5,10,9,11,Anemone,Ranunculaceae,CB
Anemone rivularis var. flore-minore,Ğ¡»¨²İÓñÃ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone tomentosa,´ó»ğ²İ,7,9,9,10,Anemone,Ranunculaceae,CB
Angelica biserrata,ÖØ³İµ±¹é,8,9,9,10,Angelica,Apiaceae,CB
Angelica dahurica,°×ÜÆ,7,8,9,10,Angelica,Apiaceae,CB
