scientific name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Actinidia chinensis var. setosa,´ÌÃ«â¨ºïÌÒ,NA,NA,NA,NA,NA,Actinidiaceae,WD
Actinidia kolomikta,¹·Ôæâ¨ºïÌÒ,6,7,9,10,Actinidia,Actinidiaceae,WD
Actinidia latifolia,À«Ò¶â¨ºïÌÒ,5,6,10,11,Actinidia,Actinidiaceae,WD
Actinidia melanandra,ºÚÈïâ¨ºïÌÒ,6,7,9,10,NA,Actinidiaceae,WD
Actinidia polygama,¸ğÔæâ¨ºïÌÒ,6,6,9,10,NA,Actinidiaceae,WD
Actinidia tetramera,ËÄİàâ¨ºïÌÒ,6,6,8,8,NA,Actinidiaceae,WD
Actinodaphne cupularis,ºì¹û»ÆÈâéª,10,11,8,9,Actinodaphne,Lauraceae,WD
Actinodaphne forrestii,Ã«¼âÊ÷,11,3,8,9,Actinodaphne,Lauraceae,WD
Actinodaphne obscurinervia,ÒşÂö»ÆÈâéª,NA,NA,6,7,NA,Lauraceae,WD
Adelostemma gracillimum,ÈéÍ»¹û,9,11,12,2,NA,Asclepiadaceae,CB
Adenocaulon himalaicum,ºÍÉĞ²Ë,6,8,9,10,Adenocaulon,Asteraceae,CB
Adenophora capillaris,Ë¿ÁÑÉ³²Î,NA,NA,NA,NA,NA,Campanulaceae,CB
Adenophora elata,ÏÁ³¤»¨É³²Î,7,9,9,9,NA,Campanulaceae,CB
Adenophora himalayana,Ï²ÂíÀ­ÑÅÉ³²Î,7,9,8,9,Adenophora,Campanulaceae,CB
Adenophora himalayana subsp. alpina,¸ßÉ½É³²Î,NA,NA,NA,NA,NA,Campanulaceae,CB
Adenophora liliifolia,ĞÂ½®É³²Î,7,8,NA,NA,Adenophora,Campanulaceae,CB
Adenophora liliifolioides,´¨²ØÉ³²Î,7,9,9,10,NA,Campanulaceae,CB
Adenophora petiolata,ÇØÁëÉ³²Î,8,9,9,10,Adenophora,Campanulaceae,CB
Adenophora petiolata subsp. hunanensis,ĞÓÒ¶É³²Î,7,9,NA,NA,NA,Campanulaceae,CB
Adenophora polyantha,¹âİàÉ³²Î,8,9,10,10,Adenophora,Campanulaceae,CB
Adenophora polyantha subsp. scabricalyx,Ê¯É³²Î,8,10,8,10,NA,Campanulaceae,CB
Adenophora potaninii,ÅİÉ³²Î,8,9,10,10,Adenophora,Campanulaceae,CB
Adenophora potaninii subsp. wawreana,¶àÆçÉ³²Î,7,9,NA,NA,NA,Campanulaceae,CB
Adenophora remotiflora,±¡Ò¶ÜùÆs,7,9,9,10,Adenophora,Campanulaceae,CB
Adenophora rupincola,¶àÃ«É³²Î,8,9,9,10,Adenophora,Campanulaceae,CB
Adenophora sinensis,ÖĞ»ªÉ³²Î,8,10,8,10,Adenophora,Campanulaceae,CB
Adenophora stenanthina,³¤ÖùÉ³²Î,7,9,8,9,Adenophora,Campanulaceae,CB
Adenophora stricta,´¨Î÷É³²Î,8,9,9,10,Adenophora,Campanulaceae,CB
Adenophora stricta subsp. sessilifolia,ÎŞ±úÉ³²Î,NA,NA,NA,NA,NA,Campanulaceae,CB
Adina rubella,Ï¸Ò¶Ë®ÍÅ»¨,6,6,8,8,NA,Rubiaceae,WD
Adonis davidii,¶ÌÖù²à½ğÕµ»¨,5,5,5,6,Adonis,Ranunculaceae,CB
Adonis sutchuenensis,Êñ²à½ğÕµ»¨,4,6,NA,NA,Adonis,Ranunculaceae,CB
Adoxa moschatellina,Îå¸£»¨,6,8,8,10,Adoxa,Adoxaceae,CB
Aegilops tauschii,É½Ñò²İ,5,6,5,6,NA,Poaceae,CB
Aegopodium alpestre,¶«±±Ñò½ÇÇÛ,6,8,8,8,NA,Apiaceae,CB
Aegopodium henryi,°Í¶«Ñò½ÇÇÛ,6,8,6,8,Aegopodium,Apiaceae,CB
Agastache rugosa,Ş½Ïã,6,9,9,11,NA,Lamiaceae,CB
Agrimonia nipponica var. occidentalis,Ğ¡»¨ÁúÑ¿²İ,8,11,8,11,NA,Rosaceae,CB
Agrimonia pilosa,ÁúÑ¿²İ,5,7,8,9,Agrimonia,Rosaceae,CB
Agrimonia pilosa var. nepalensis,»ÆÁúÎ²,NA,NA,NA,NA,NA,Rosaceae,CB
Agriophyllum squarrosum,É³Åî,8,10,8,10,Agriophyllum,Chenopodiaceae,CB
Agropyron desertorum,É³Éú±ù²İ,6,8,6,8,NA,Poaceae,CB
Agropyron mongolicum,É³Â«²İ,7,9,7,9,NA,Poaceae,CB
Agrostis brachiata,´ó×¶¼ô¹ÉÓ±,7,9,7,9,Agrostis,Poaceae,CB
Agrostis clavata,»ª±±¼ô¹ÉÓ±,6,11,6,11,NA,Poaceae,CB
Agrostis divaricatissima,ÆçĞò¼ô¹ÉÓ±,7,8,7,8,Agrostis,Poaceae,CB
Agrostis gigantea,¾ŞĞò¼ô¹ÉÓ±,6,11,6,11,NA,Poaceae,CB
Agrostis hugoniana,¸ÊËà¼ô¹ÉÓ±,8,9,8,9,Agrostis,Poaceae,CB
Agrostis micrantha,¶à»¨¼ô¹ÉÓ±,7,9,7,9,Agrostis,Poaceae,CB
Agrostis stolonifera,Î÷²®ÀûÑÇ¼ô¹ÉÓ±,8,8,NA,NA,Agrostis,Poaceae,CB
Ailanthus altissima,³ô´»,4,6,9,10,Ailanthus,Simaroubaceae,WD
Ailanthus altissima var. tanakai,Ì¨Íå³ô´»,NA,NA,NA,NA,NA,Simaroubaceae,WD
Ailanthus giraldii,Ã«³ô´»,4,5,9,10,NA,Simaroubaceae,WD
Ailanthus vilmoriniana,´Ì³ô´»,NA,NA,NA,NA,NA,Simaroubaceae,WD
Ainsliaea angustata,Âí±ßÍÃ¶ù·ç,3,5,5,5,Ainsliaea,Asteraceae,CB
Ainsliaea gracilis,ÏËÖ¦ÍÃ¶ù·ç,9,10,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea henryi,³¤ËëÍÃ¶ù·ç,6,3,NA,NA,NA,Asteraceae,CB
Ainsliaea latifolia,¿íÒ¶ÍÃ¶ù·ç,1,12,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea ramosa,Á«ãûÍÃ¶ù·ç,10,12,NA,NA,NA,Asteraceae,CB
Ainsliaea rubrifolia,ºì±³ÍÃ¶ù·ç,7,7,8,8,Ainsliaea,Asteraceae,CB
Ainsliaea spicata,Ï¸ËëÍÃ¶ù·ç,3,6,NA,NA,Ainsliaea,Asteraceae,CB
Ajania achilloides,İé×´ÑÇ¾Õ,8,8,NA,NA,Ajania,Asteraceae,WD
Ajania fruticulosa,¹àÄ¾ÑÇ¾Õ,6,10,6,10,Ajania,Asteraceae,WD
Ajania myriantha,¶à»¨ÑÇ¾Õ,7,10,7,10,Ajania,Asteraceae,CB
Ajania pallasiana,ÑÇ¾Õ,9,9,10,10,Ajania,Asteraceae,CB
Ajania parviflora,ÊøÉ¡ÑÇ¾Õ,8,9,8,9,Ajania,Asteraceae,WD
Ajania potaninii,´¨¸ÊÑÇ¾Õ,9,10,10,11,Ajania,Asteraceae,WD
Ajania remotipinna,Êè³İÑÇ¾Õ,6,7,8,9,Ajania,Asteraceae,CB
Ajania salicifolia,ÁøÒ¶ÑÇ¾Õ,9,9,10,10,Ajania,Asteraceae,WD
Ajania variifolia,ÒìÒ¶ÑÇ¾Õ,8,9,10,10,Ajania,Asteraceae,WD
Ajuga campylanthoides var. subacaulis,¿µ¶¨½î¹Ç²İ¶Ì¾¥±äÖÖ,NA,NA,NA,NA,NA,Lamiaceae,CB
Ajuga ciliata,½î¹Ç²İ,4,8,7,9,Ajuga,Lamiaceae,CB
Ajuga ciliata var. chanetii,½î¹Ç²İÉÂ¸Ê±äÖÖ,NA,NA,NA,NA,NA,Lamiaceae,CB
Ajuga ciliata var. glabrescens,½î¹Ç²İÎ¢Ã«±äÖÖ,NA,NA,NA,NA,NA,Lamiaceae,CB
Ajuga decumbens,½ğ´¯Ğ¡²İ,3,7,5,11,NA,Lamiaceae,CB
Ajuga linearifolia,ÏßÒ¶½î¹Ç²İ,4,5,6,11,Ajuga,Lamiaceae,CB
Ajuga nipponensis,×Ï±³½ğÅÌ,4,5,6,7,Ajuga,Lamiaceae,CB
Akebia quinata,Ä¾Í¨,4,5,6,8,Akebia,Lardizabalaceae,WD
Akebia trifoliata,ÈıÒ¶Ä¾Í¨,5,5,8,9,NA,Lardizabalaceae,WD
Akebia trifoliata subsp. australis,°×Ä¾Í¨,4,5,6,9,NA,Lardizabalaceae,WD
Alangium chinense,°Ë½Ç·ã,5,7,8,8,NA,Alangiaceae,WD
Alangium chinense subsp. pauciflorum,Ï¡»¨°Ë½Ç·ã,NA,NA,NA,NA,NA,Alangiaceae,WD
Alangium chinense subsp. strigosum,·üÃ«°Ë½Ç·ã,6,7,8,9,NA,Alangiaceae,WD
Alangium chinense subsp. triangulare,ÉîÁÑ°Ë½Ç·ã,NA,NA,NA,NA,NA,Alangiaceae,WD
Alcea rosea,Êñ¿û,2,8,NA,NA,NA,Malvaceae,CB
Alchemilla gracilis,ÏËÏ¸ÓğÒÂ²İ,NA,NA,NA,NA,NA,Rosaceae,CB
Alchemilla japonica,ÓğÒÂ²İ,7,8,9,9,NA,Rosaceae,CB
Alchornea davidii,É½Âé¸Ë,4,5,6,8,NA,Euphorbiaceae,WD
Alchornea trewioides var. sinica,ÂÌ±³É½Âé¸Ë,4,5,6,9,NA,Euphorbiaceae,WD
Aletris alpestris,¸ßÉ½·ÛÌõ¶ù²Ë,7,7,8,9,Aletris,Liliaceae,CB
Aletris glabra,ÎŞÃ«·ÛÌõ¶ù²Ë,5,8,8,11,Aletris,Liliaceae,CB
Aletris glandulifera,ÏÙÃ«·ÛÌõ¶ù²Ë,7,9,7,9,Aletris,Liliaceae,CB
Aletris gracilis,ĞÇ»¨·ÛÌõ¶ù²Ë,7,9,9,10,Aletris,Liliaceae,CB
Aletris spicata,·ÛÌõ¶ù²Ë,3,8,5,8,Aletris,Liliaceae,CB
Aletris stenoloba,ÏÁ°ê·ÛÌõ¶ù²Ë,3,7,5,9,Aletris,Liliaceae,CB
Alisma canaliculatum,Õ­Ò¶ÔóĞº,5,10,5,10,NA,Alismataceae,CB
Alisma orientale,¶«·½ÔóĞº,5,9,5,9,NA,Alismataceae,CB
Alisma plantago-aquatica,ÔóĞº,5,10,5,10,NA,Alismataceae,CB
Allium alabasicum,¶õ¶û¶àË¹¾Â,8,8,NA,NA,NA,Liliaceae,CB
Allium anisopodium,°«¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium anisopodium var. zimmermannianum,²Úİã¾Â,6,9,6,9,NA,Liliaceae,CB
Allium cepa var. proliferum,Â¥×Ó´Ğ,NA,NA,NA,NA,NA,Liliaceae,CB
Allium chinense,ËŠÍ·,10,11,10,11,NA,Liliaceae,CB
Allium chrysanthum,Ò°´Ğ,7,9,7,9,Allium,Liliaceae,CB
Allium cyaneum,ÌìÀ¶¾Â,8,10,8,10,Allium,Liliaceae,CB
Allium dentigerum,¶Ì³İ¾Â,8,8,NA,NA,Allium,Liliaceae,CB
Allium funckiifolium,Óñô¢Ò¶É½´Ğ,7,7,NA,NA,NA,Liliaceae,CB
Allium listera,¶ÔÒ¶É½´Ğ,6,8,6,8,NA,Liliaceae,CB
Allium mongolicum,ÃÉ¹Å¾Â,7,9,7,9,NA,Liliaceae,CB
Allium neriniflorum,³¤¹£ºÏ±»¾Â,7,8,7,8,NA,Liliaceae,CB
Allium ovalifolium,ÂÑÒ¶É½´Ğ,7,9,7,9,Allium,Liliaceae,CB
Allium ovalifolium var. leuconeurum,°×ÂöÉ½´Ğ,NA,NA,NA,NA,NA,Liliaceae,CB
Allium paepalanthoides,ÌìËâ,8,9,8,9,Allium,Liliaceae,CB
Allium plurifoliatum,¶àÒ¶¾Â,7,10,7,10,Allium,Liliaceae,CB
Allium prattii,Ì«°×É½´Ğ,6,9,6,9,Allium,Liliaceae,CB
Allium przewalskianum,Çà¸Ê¾Â,6,9,6,9,NA,Liliaceae,CB
Allium ramosum,Ò°¾Â,6,9,6,9,NA,Liliaceae,CB
Allium sacculiferum,³¯ÏÊŞ¯,8,9,NA,NA,NA,Liliaceae,CB
Allium senescens,É½¾Â,8,8,NA,NA,NA,Liliaceae,CB
Allium sikkimense,¸ßÉ½¾Â,8,9,8,9,Allium,Liliaceae,CB
Allium spurium,ÑÒ¾Â,7,8,NA,NA,NA,Liliaceae,CB
Allium stenodon,ÎíÁé¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium tenuissimum,Ï¸Ò¶¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium thunbergii,ÇòĞò¾Â,8,10,8,10,Allium,Liliaceae,CB
Allium tuberosum,¾Â,8,9,8,9,NA,Liliaceae,CB
Allium tubiflorum,ºÏ±»¾Â,8,8,NA,NA,NA,Liliaceae,CB
Allium victorialis,ÆŒ´Ğ,6,8,6,8,Allium,Liliaceae,CB
Allium yanchiense,°×»¨Ş¯,8,9,8,9,Allium,Liliaceae,CB
Alnus cremastogyne,èçÄ¾,5,7,8,9,NA,Betulaceae,WD
Alopecurus arundinaceus,Î­×´¿´ÂóÄï,7,9,7,9,Alopecurus,Poaceae,CB
Alyssum canescens,»ÒÃ«Í¥Üù,6,9,7,10,NA,Brassicaceae,CB
Amelanchier asiatica,¶«ÑÇÌÆé¦,4,5,8,9,Amelanchier,Rosaceae,WD
Amelanchier sinica,ÌÆé¦,4,5,8,9,NA,Rosaceae,WD
Amethystea caerulea,Ë®¼¬Õë,7,8,9,10,Amethystea,Lamiaceae,CB
Amitostigma gracile,ÎŞÖùÀ¼,6,7,9,10,Amitostigma,Orchidaceae,CB
Amitostigma monanthum,Ò»»¨ÎŞÖùÀ¼,7,7,NA,NA,Amitostigma,Orchidaceae,CB
Amitostigma monanthum var. forrestii,²Ú¾¥ÎŞÖùÀ¼,7,8,NA,NA,NA,Orchidaceae,CB
Ammannia auriculata,¶ú»ùË®ÜÈ,8,12,8,12,Ammannia,Lythraceae,CB
Ammannia baccifera,Ë®ÜÈ²Ë,8,10,9,12,NA,Lythraceae,CB
Amorphophallus konjac,Ä¥Óó,6,8,NA,NA,Amorphophallus,Araceae,CB
Ampelopsis aconitifolia,ÎÚÍ·Ò¶ÉßÆÏÌÑ,6,7,7,8,Ampelopsis,Vitaceae,WD
Ampelopsis aconitifolia var. palmiloba,ÕÆÁÑ²İÆÏÌÑ,5,8,7,9,NA,Vitaceae,WD
Ampelopsis bodinieri,À¶¹ûÉßÆÏÌÑ,5,6,7,8,Ampelopsis,Vitaceae,WD
Ampelopsis bodinieri var. cinerea,»ÒÃ«ÉßÆÏÌÑ,NA,NA,NA,NA,NA,Vitaceae,WD
Ampelopsis chaffanjonii,ÓğÒ¶ÉßÆÏÌÑ,5,7,7,9,NA,Vitaceae,WD
Ampelopsis delavayana,ÈıÁÑÉßÆÏÌÑ,6,7,7,8,Ampelopsis,Vitaceae,WD
Ampelopsis delavayana var. glabra,ÕÆÁÑÉßÆÏÌÑ,5,6,7,9,NA,Vitaceae,WD
Ampelopsis delavayana var. setulosa,Ã«ÈıÁÑÉßÆÏÌÑ,6,7,9,11,NA,Vitaceae,WD
Ampelopsis glandulosa,ÉßÆÏÌÑ,4,8,7,10,Ampelopsis,Vitaceae,WD
Ampelopsis glandulosa var. brevipedunculata,¶«±±ÉßÆÏÌÑ,7,8,9,10,NA,Vitaceae,WD
Ampelopsis glandulosa var. hancei,¹âÒ¶ÉßÆÏÌÑ,4,6,8,10,NA,Vitaceae,WD
Ampelopsis humulifolia,È„Ò¶ÉßÆÏÌÑ,5,7,5,9,Ampelopsis,Vitaceae,WD
Ampelopsis japonica,°×İü,5,6,7,9,Ampelopsis,Vitaceae,WD
Ampelopsis megalophylla,´óÒ¶ÉßÆÏÌÑ,6,7,7,8,Ampelopsis,Vitaceae,WD
Ampelopsis megalophylla var. jiangxiensis,ÈáÃ«´óÒ¶ÉßÆÏÌÑ,5,7,NA,NA,NA,Vitaceae,WD
Amphicarpaea bracteata subsp. edgeworthii,Á½ĞÍ¶¹,NA,NA,NA,NA,NA,Fabaceae,CB
Amygdalus davidiana,É½ÌÒ,3,4,7,8,NA,Rosaceae,WD
Amygdalus davidiana var. potaninii,ÉÂ¸ÊÉ½ÌÒ,NA,NA,NA,NA,NA,Rosaceae,WD
Amygdalus kansuensis,¸ÊËàÌÒ,3,4,8,9,Amygdalus,Rosaceae,WD
Amygdalus pedunculata,³¤¹£±âÌÒ,4,4,NA,NA,NA,Rosaceae,WD
Amygdalus persica,ÌÒ,3,4,8,9,NA,Rosaceae,WD
Amygdalus tangutica,Î÷¿µ±âÌÒ,4,5,6,7,Amygdalus,Rosaceae,WD
Amygdalus triloba,ÓÜÒ¶Ã·,4,5,5,7,NA,Rosaceae,WD
Anaphalis aureopunctata,»ÆÏÙÏãÇà,7,9,9,10,NA,Asteraceae,CB
Anaphalis aureopunctata var. plantaginifolia,»ÆÏÙÏãÇà³µÇ°Ò¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis aureopunctata var. tomentosa,»ÆÏÙÏãÇàÈŞÃ«±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis flavescens,µ­»ÆÏãÇà,6,8,9,10,Anaphalis,Asteraceae,CB
Anaphalis flavescens var. taipeiensis,Ì«°×µ­»ÆÏãÇà,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis hancockii,ÁåÁåÏãÇà,6,8,8,9,Anaphalis,Asteraceae,CB
Anaphalis margaritacea,Öé¹âÏãÇà,7,11,7,11,Anaphalis,Asteraceae,CB
Anaphalis margaritacea var. cinnamomea,Öé¹âÏãÇà»ÆºÖ±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis margaritacea var. japonica,Öé¹âÏãÇàÏßÒ¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis nepalensis,Äá²´¶ûÏãÇà,6,8,9,10,Anaphalis,Asteraceae,CB
Anaphalis sinica,ÏãÇà,6,9,8,10,NA,Asteraceae,CB
Anaphalis sinica var. densata,ÏãÇàÃÜÉú±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
