scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Alisma plantago-aquatica,ÔóĞº,5,10,5,10,NA,Alismataceae,CB
Allium anisopodium,°«¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium bidentatum,É°¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium caespitosum,ÊèÉú¾Â,6,8,6,8,Allium,Liliaceae,CB
Allium condensatum,»Æ»¨¾Â,7,9,7,9,NA,Liliaceae,CB
Allium ledebourianum,Ó²Æ¤´Ğ,6,9,6,9,NA,Liliaceae,CB
Allium leucocephalum,°×Í·¾Â,7,8,7,8,NA,Liliaceae,CB
Allium maximowiczii,Âí´Ğ,NA,NA,NA,NA,NA,Liliaceae,CB
Allium monanthum,µ¥»¨Ş¯,5,5,NA,NA,NA,Liliaceae,CB
Allium neriniflorum,³¤¹£ºÏ±»¾Â,7,9,7,9,NA,Liliaceae,CB
Allium polyrhizum,¼î¾Â,6,8,6,8,NA,Liliaceae,CB
Allium ramosum,Ò°¾Â,6,9,6,9,NA,Liliaceae,CB
Allium sacculiferum,³¯ÏÊŞ¯,NA,NA,NA,NA,NA,Liliaceae,CB
Allium senescens,É½¾Â,7,9,7,9,NA,Liliaceae,CB
Allium spirale,Å¤Ò¶¾Â,NA,NA,NA,NA,NA,Liliaceae,CB
Allium splendens,Àö¾Â,NA,NA,NA,NA,NA,Liliaceae,CB
Allium spurium,ÑÒ¾Â,NA,NA,NA,NA,NA,Liliaceae,CB
Allium strictum,»Ô¾Â,7,9,7,9,NA,Liliaceae,CB
Allium tenuissimum,Ï¸Ò¶¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium thunbergii,ÇòĞò¾Â,8,10,8,10,Allium,Liliaceae,CB
Allium tuberosum,¾Â,7,9,7,9,NA,Liliaceae,CB
Alnus hirsuta,ÁÉ¶«èçÄ¾,NA,NA,NA,NA,NA,Betulaceae,WD
Alnus mandshurica,¶«±±èçÄ¾,NA,NA,NA,NA,NA,Betulaceae,WD
Alopecurus brachystachyus,¶ÌËë¿´ÂóÄï,6,9,6,9,Alopecurus,Poaceae,CB
Alopecurus longiaristatus,³¤Ã¢¿´ÂóÄï,5,7,5,7,Alopecurus,Poaceae,CB
Alyssum canescens,»ÒÃ«Í¥Üù,6,8,NA,NA,NA,Brassicaceae,CB
Alyssum lenense,±±·½Í¥Üù,5,6,NA,NA,Alyssum,Brassicaceae,CB
Amblynotus rupestris,¶Û±³²İ,4,7,NA,NA,Amblynotus,Boraginaceae,CB
Amethystea caerulea,Ë®¼¬Õë,8,9,9,10,Amethystea,Lamiaceae,CB
Ampelopsis aconitifolia,ÎÚÍ·Ò¶ÉßÆÏÌÑ,5,6,8,9,Ampelopsis,Vitaceae,WD
Ampelopsis glandulosa,ÉßÆÏÌÑ,4,8,7,10,Ampelopsis,Vitaceae,WD
Ampelopsis glandulosa var. brevipedunculata,¶«±±ÉßÆÏÌÑ,7,8,9,10,NA,Vitaceae,WD
Ampelopsis glandulosa var. heterophylla,ÒìÒ¶ÉßÆÏÌÑ,4,6,7,10,NA,Vitaceae,WD
Ampelopsis japonica,°×İü,5,6,7,9,Ampelopsis,Vitaceae,WD
Amphicarpaea bracteata subsp. edgeworthii,Á½ĞÍ¶¹,NA,NA,NA,NA,NA,Fabaceae,CB
Amygdalus triloba,ÓÜÒ¶Ã·,4,5,5,7,NA,Rosaceae,WD
Androsace filiformis,¶«±±µãµØÃ·,5,5,6,6,Androsace,Primulaceae,CB
Androsace gmelinii,Ğ¡µãµØÃ·,5,6,NA,NA,Androsace,Primulaceae,CB
Androsace longifolia,³¤Ò¶µãµØÃ·,5,5,NA,NA,NA,Primulaceae,CB
Androsace septentrionalis,±±µãµØÃ·,5,6,6,7,Androsace,Primulaceae,CB
Androsace umbellata,µãµØÃ·,2,4,5,6,Androsace,Primulaceae,CB
Anemarrhena asphodeloides,ÖªÄ¸,6,9,6,9,NA,Liliaceae,CB
Anemone amurensis,ºÚË®ÒøÁ«»¨,5,5,NA,NA,Anemone,Ranunculaceae,CB
Anemone baicalensis,Ã«¹ûÒøÁ«»¨,4,7,NA,NA,Anemone,Ranunculaceae,CB
Anemone baicalensis var. rossii,Ï¸¾¥ÒøÁ«»¨,5,6,NA,NA,NA,Ranunculaceae,CB
Anemone dichotoma,¶şÆçÒøÁ«»¨,6,6,NA,NA,Anemone,Ranunculaceae,CB
Anemone narcissiflora subsp. crinita,³¤Ã«ÒøÁ«»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone raddeana,¶à±»ÒøÁ«»¨,4,5,NA,NA,Anemone,Ranunculaceae,CB
Anemone stolonifera,ÙëÖ¦ÒøÁ«»¨,6,6,NA,NA,Anemone,Ranunculaceae,CB
Anemone sylvestris,´ó»¨ÒøÁ«»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone udensis,ÎÚµÂÒøÁ«»¨,5,6,NA,NA,Anemone,Ranunculaceae,CB
Anemone umbrosa,ÒõµØÒøÁ«»¨,5,6,NA,NA,Anemone,Ranunculaceae,CB
Angelica amurensis,ºÚË®µ±¹é,7,8,8,9,Angelica,Apiaceae,CB
Angelica anomala,ÏÁÒ¶µ±¹é,7,8,8,9,NA,Apiaceae,CB
Angelica cartilaginomarginata,³¤ÇÊµ±¹é,8,9,9,10,Angelica,Apiaceae,CB
Angelica cincta,ºş±±µ±¹é,NA,NA,NA,NA,NA,Apiaceae,CB
Angelica dahurica,°×ÜÆ,7,8,8,9,Angelica,Apiaceae,CB
Angelica decursiva,²ñ»¨Ç°ºú,8,9,9,11,NA,Apiaceae,CB
Angelica gigas,³¯ÏÊµ±¹é,7,9,8,10,Angelica,Apiaceae,CB
Angelica polymorpha,¹ÕÇÛ,8,9,9,10,Angelica,Apiaceae,CB
Anthoxanthum glabrum,¹âïûÏã²İ,6,9,6,9,NA,Poaceae,CB
Anthoxanthum monticola,¸ßÉ½Ã©Ïã,7,8,7,8,NA,Poaceae,CB
Anthoxanthum nitens,Ã©Ïã,6,9,6,9,NA,Poaceae,CB
Anthriscus sylvestris,¶ë²Î,4,5,4,5,Anthriscus,Apiaceae,CB
Anthriscus sylvestris subsp. nemorosa,´Ì¹û¶ë²Î,6,9,6,9,NA,Apiaceae,CB
Aquilegia oxysepala,¼âİàñï¶·²Ë,5,6,7,8,Aquilegia,Ranunculaceae,CB
Aquilegia parviflora,Ğ¡»¨ñï¶·²Ë,6,6,NA,NA,Aquilegia,Ranunculaceae,CB
Aquilegia viridiflora,ñï¶·²Ë,5,7,7,8,NA,Ranunculaceae,CB
Arabis hirsuta,Ó²Ã«ÄÏ½æ,5,5,6,6,NA,Brassicaceae,CB
Arabis pendula,´¹¹ûÄÏ½æ,6,9,7,10,NA,Brassicaceae,CB
Aralia elata,˜BÄ¾,6,8,9,10,Aralia,Araliaceae,WD
Aralia elata var. glabrescens,ÁÉ¶«˜BÄ¾,NA,NA,NA,NA,NA,Araliaceae,WD
Arctogeron gramineum,É¯İÒ,5,6,NA,NA,Arctogeron,Asteraceae,CB
Arctous alpinus,±±¼«¹û,5,6,7,8,Arctous,Ericaceae,WD
Arenaria capillaris,Ã«Ò¶ÀÏÅ£½î,7,8,7,8,NA,Caryophyllaceae,CB
Arenaria juncea,ÀÏÅ£½î,7,9,7,9,NA,Caryophyllaceae,CB
Arisaema amurense,¶«±±ÄÏĞÇ,5,5,9,9,Arisaema,Araceae,CB
Arisaema serratum,Ï¸³İÄÏĞÇ,5,6,NA,NA,Arisaema,Araceae,CB
Aristolochia contorta,±±Âí¶µÁå,5,7,8,10,Aristolochia,Aristolochiaceae,CB
Aristolochia manshuriensis,Ä¾Í¨Âí¶µÁå,6,7,8,9,Aristolochia,Aristolochiaceae,WD
Armeniaca mandshurica,¶«±±ĞÓ,4,4,5,7,Armeniaca,Rosaceae,WD
Armeniaca sibirica,É½ĞÓ,3,4,6,7,NA,Rosaceae,WD
Armeniaca vulgaris,ĞÓ,3,4,6,7,NA,Rosaceae,WD
Artemisia adamsii,¶«±±Ë¿ÁÑİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia anethifolia,¼îİï,8,10,8,10,NA,Asteraceae,CB
Artemisia anethoides,İªÂÜİï,6,10,6,10,Artemisia,Asteraceae,CB
Artemisia angustissima,ÏÁÒ¶Äµİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia argyi,°¬,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia argyi var. gracilis,³¯ÏÊ°¬,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia aurata,»Æ½ğİï,8,11,8,11,NA,Asteraceae,CB
Artemisia campestris,»ÄÒ°İï,7,10,7,10,NA,Asteraceae,WD
Artemisia carvifolia,Çàİï,6,9,6,9,Artemisia,Asteraceae,CB
Artemisia commutata var. acutiloba,¼âÒ¶±äİï,NA,NA,NA,NA,NA,Asteraceae,
Artemisia commutata var. rotundifolia,Ô²Ò¶±äİï,NA,NA,NA,NA,NA,Asteraceae,
Artemisia desertorum,É³İï,8,10,8,10,NA,Asteraceae,CB
Artemisia desertorum var. lineata,ÏßÒ¶É³İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia dracunculus,Áúİï,7,10,7,10,Artemisia,Asteraceae,WD
Artemisia eriopoda,ÄÏÄµİï,6,11,6,11,NA,Asteraceae,CB
Artemisia eriopoda subsp. jiagedaqiensis,±±Äµİï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia freyniana,ÂÌèÎ³İÒ¶İï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia frigida,Àäİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia gmelinii,Ï¸ÁÑÒ¶Á«İï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia halodendron,ÑÎİï,7,10,7,10,NA,Asteraceae,WD
Artemisia igniaria,Æç¾¥İï,8,11,8,11,Artemisia,Asteraceae,WD
Artemisia integrifolia,ÁøÒ¶İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia japonica,Äµİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia kawakamii,É½°¬,7,11,7,11,Artemisia,Asteraceae,WD
Artemisia keiskeana,ÈC&#x0000E027;,8,11,8,11,Artemisia,Asteraceae,WD
Artemisia lagocephala,°×É½İï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia lancea,°«İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia latifolia,¿íÒ¶İï,7,10,7,10,NA,Asteraceae,CB
Artemisia lavandulifolia,Ò°°¬İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia leucophylla,°×Ò¶İï,7,10,7,10,NA,Asteraceae,CB
Artemisia littoricola,±õº£Äµİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia macilenta,Ï¸¸ËÉ³İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia manshurica,¶«±±Äµİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia medioxima,¼âèÎ³İÒ¶İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia mongolica,ÃÉ¹Åİï,8,10,8,10,NA,Asteraceae,CB
Artemisia nakai,°«±õİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia oxycephala,¹âÉ³İï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia oxycephala var. aureinitens,½ğÉ°İï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia oxycephala var. sporadantha,Êè»¨¹âÉ³İï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia oxycephala var. xinkaiensis,ĞË¿­¹âÉ³İï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia palustris,ºÚİï,8,11,8,11,Artemisia,Asteraceae,CB
Artemisia phaeolepis,ºÖ°úİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia pubescens,ÈáÃ«İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia pubescens var. coracina,ºÚÈáÃ«İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia pubescens var. gebleriana,´óÍ·ÈáÃ«İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia pubescens var. taheensis,ËşºÓÈáÃ«İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia rubripes,ºì×ãİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia sacrorum,°×Á«İï,8,10,8,10,NA,Asteraceae,WD
Artemisia sacrorum var. incana,»ÒÁ«İï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia sacrorum var. messerschmidtiana,ÃÜÃ«°×Á«İï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia scoparia,ÖíÃ«İï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia selengensis,İäİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia sieversiana,´ó×Ñİï,6,10,6,10,Artemisia,Asteraceae,CB
Artemisia stolonifera,¿íÒ¶É½İï,7,11,7,11,NA,Asteraceae,CB
Artemisia subulata,ÏßÒ¶İï,8,10,8,10,NA,Asteraceae,CB
Artemisia sylvatica,ÒõµØİï,9,10,9,10,Artemisia,Asteraceae,CB
Artemisia tanacetifolia,ÁÑÒ¶İï,7,10,7,10,NA,Asteraceae,CB
Artemisia verbenacea,ÁÉ¶«İï,8,10,8,10,Artemisia,Asteraceae,CB
Arthraxon hispidus,İ£²İ,8,11,8,11,Arthraxon,Poaceae,CB
Aruncus sylvester,¼ÙÉıÂé,6,6,8,9,Aruncus,Rosaceae,CB
Arundinella hirta,Ã«¸ÑÒ°¹Å²İ,8,10,8,10,Arundinella,Poaceae,CB
Asarum heterotropoides,¿âÒ³Ï¸ĞÁ,5,5,NA,NA,NA,Aristolochiaceae,CB
Asparagus dauricus,ĞË°²ÌìÃÅ¶¬,5,6,7,9,Asparagus,Liliaceae,CB
Asparagus oligoclonos,ÄÏÓñ´ø,5,5,6,7,NA,Liliaceae,CB
Asparagus schoberioides,ÁúĞë²Ë,5,6,8,9,Asparagus,Liliaceae,CB
Aster ageratoides var. heterophyllus,ÈıÂö×ÏİÒÒìÒ¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Aster alpinus,¸ßÉ½×ÏİÒ,6,8,7,9,Aster,Asteraceae,CB
Aster maackii,Ô²°ú×ÏİÒ,7,10,7,10,Aster,Asteraceae,CB
Aster tataricus,×ÏİÒ,7,9,8,10,NA,Asteraceae,CB
Astilbe chinensis,ÂäĞÂ¸¾,6,9,6,9,NA,Saxifragaceae,CB
Astilbe grandis,´óÂäĞÂ¸¾,6,9,6,9,Astilbe,Saxifragaceae,CB
Astragalus adsurgens,Ğ±¾¥»ÆêÈ,6,8,8,10,NA,Fabaceae,CB
Astragalus alpinus,¸ßÉ½»ÆêÈ,6,7,7,8,NA,Fabaceae,CB
Astragalus chinensis,»ª»ÆêÈ,6,7,7,8,NA,Fabaceae,CB
Astragalus dahuricus,´ïÎÚÀï»ÆêÈ,7,9,8,10,NA,Fabaceae,CB
Astragalus galactites,Èé°×»¨»ÆêÈ,5,6,6,8,Astragalus,Fabaceae,CB
Astragalus melilotoides,²İÄ¾éØ×´»ÆêÈ,7,8,8,9,NA,Fabaceae,CB
Astragalus melilotoides var. tenuis,Ï¸Ò¶»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus satoi,Ğ¡Ã×»ÆêÈ,7,8,8,9,Astragalus,Fabaceae,CB
Astragalus scaberrimus,²ÚÒ¶»ÆêÈ,4,8,5,9,Astragalus,Fabaceae,CB
Astragalus uliginosus,ÊªµØ»ÆêÈ,6,7,8,9,Astragalus,Fabaceae,CB
Asyneuma japonicum,ÄÁ¸ù²İ,7,8,9,9,Asyneuma,Campanulaceae,CB
Atractylodes japonica,¹Ø²ÔÊõ,8,10,8,10,NA,Asteraceae,CB
Atractylodes lancea,²ÔÊõ,6,10,6,10,Atractylodes,Asteraceae,CB
Atriplex fera,Ò°±õŞ¼,7,9,7,9,Atriplex,Chenopodiaceae,CB
Atriplex sibirica,Î÷²®ÀûÑÇ±õŞ¼,6,7,8,9,Atriplex,Chenopodiaceae,CB
Axyris amaranthoides,ÖáŞ¼,8,9,8,9,NA,Chenopodiaceae,CB
Axyris hybrida,ÔÓÅäÖáŞ¼,7,8,7,8,Axyris,Chenopodiaceae,CB
Barbarea orthoceras,É½½æ,5,8,5,8,Barbarea,Brassicaceae,CB
Barbarea vulgaris,Å·ÖŞÉ½½æ,4,8,4,8,Barbarea,Brassicaceae,CB
Barnardia japonica,ÃàÔæ¶ù,7,11,7,11,Barnardia,Liliaceae,CB
Bassia dasyphylla,Îí±ùŞ¼,7,9,7,9,Bassia,Chenopodiaceae,CB
Batrachium eradicatum,Ğ¡Ë®Ã«İ¢,5,7,5,7,NA,Ranunculaceae,CB
Batrachium kauffmanii,³¤Ò¶Ë®Ã«İ¢,6,8,6,8,NA,Ranunculaceae,CB
Batrachium trichophyllum,Ã«±úË®Ã«İ¢,6,7,6,7,NA,Ranunculaceae,CB
Berberis amurensis,»ÆÂ«Ä¾,4,5,8,9,NA,Berberidaceae,WD
Betula chinensis,¼áèë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula costata,Ë¶èë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula dahurica,ºÚèë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula ermanii,ÔÀèë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula ermanii var. macrostrobila,Ã±¶ùÉ½ÔÀèë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula ermanii var. yingkiliensis,Ó¢¼ªÀïÔÀèë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula fruticosa,²ñèë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula gmelinii,É°Éúèë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula middendorfii,ÉÈÒ¶èë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula ovalifolia,ÓÍèë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula platyphylla,°×èë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula platyphylla var. phellodendroides,Ë¨Æ¤°×èë,NA,NA,NA,NA,NA,Betulaceae,WD
Betula schmidtii,ÈüºÚèë,NA,NA,NA,NA,NA,Betulaceae,WD
Bidens cernua,ÁøÒ¶¹íÕë²İ,NA,NA,NA,NA,NA,Asteraceae,CB
Bidens maximovicziana,ÓğÒ¶¹íÕë²İ,NA,NA,NA,NA,NA,Asteraceae,CB
Bidens parviflora,Ğ¡»¨¹íÕë²İ,NA,NA,NA,NA,NA,Asteraceae,CB
Bidens radiata,´óÓğÒ¶¹íÕë²İ,NA,NA,NA,NA,NA,Asteraceae,CB
Boehmeria silvestrii,³àÂé,6,8,NA,NA,Boehmeria,Urticaceae,CB
Bolboschoenus yagara,¾£Èı¶ ,5,7,NA,NA,NA,Cyperaceae,CB
Boschniakia rossica,²İÜÊÈØ,5,7,7,9,Boschniakia,Orobanchaceae,CB
Bothriospermum zeylanicum,ÈáÈõ°ßÖÖ²İ,2,10,2,10,Bothriospermum,Boraginaceae,CB
Brachybotrys paridiformis,É½ÇÑ×Ó,NA,NA,NA,NA,NA,Boraginaceae,CB
Brachypodium sylvaticum,¶Ì±ú²İ,7,9,7,9,Brachypodium,Poaceae,CB
Bromus ciliatus,¼ÓÄÃ´óÈ¸Âó,7,9,7,9,NA,Poaceae,CB
Bromus inermis,ÎŞÃ¢È¸Âó,7,9,7,9,Bromus,Poaceae,CB
Bromus pumpellianus,½ôËëÈ¸Âó,6,8,6,8,Bromus,Poaceae,CB
Bromus sibiricus,Î÷²®ÀûÑÇÈ¸Âó,6,8,6,8,NA,Poaceae,CB
Bulbostylis densa,Ë¿Ò¶ÇòÖù²İ,4,12,4,12,Bulbostylis,Cyperaceae,CB
Bunias cochlearioides,³×Üù,6,7,NA,NA,NA,Brassicaceae,CB
Bupleurum bicaule,×¶Ò¶²ñºú,7,8,8,9,Bupleurum,Apiaceae,CB
