scientific name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Anaphalis margaritacea,Öé¹âÏãÇà,8,11,8,11,Anaphalis,Asteraceae,CB
Anaphalis margaritacea var. japonica,Öé¹âÏãÇàÏßÒ¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis sinica,ÏãÇà,6,8,8,10,NA,Asteraceae,CB
Anaphalis sinica var. lanata,ÏãÇàÃŞÃ«±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis sinica var. remota,ÏãÇàÊèÉú±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anchusa ovata,ÀÇ×Ï²İ,5,7,5,7,NA,Boraginaceae,CB
Androsace alaschanica,°¢À­ÉÆµãµØÃ·,5,6,7,7,Androsace,Primulaceae,CB
Androsace engleri,ÉÂÎ÷µãµØÃ·,NA,NA,NA,NA,NA,Primulaceae,CB
Androsace erecta,Ö±Á¢µãµØÃ·,7,7,7,7,Androsace,Primulaceae,CB
Androsace mariae,Î÷²ØµãµØÃ·,6,6,NA,NA,Androsace,Primulaceae,CB
Androsace maxima,´ó°úµãµØÃ·,5,5,8,8,NA,Primulaceae,CB
Androsace umbellata,µãµØÃ·,2,4,5,6,Androsace,Primulaceae,CB
Anemarrhena asphodeloides,ÖªÄ¸,6,7,NA,NA,NA,Liliaceae,CB
Anemone demissa,Õ¹Ã«ÒøÁ«»¨,6,6,7,7,Anemone,Ranunculaceae,CB
Anemone exigua,Ğ¡ÒøÁ«»¨,5,5,NA,NA,Anemone,Ranunculaceae,CB
Anemone geum subsp. ovalifolia,Êè³İÒøÁ«»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone obtusiloba,¶ÛÁÑÒøÁ«»¨,6,7,NA,NA,NA,Ranunculaceae,CB
Anemone rivularis,²İÓñÃ·,6,6,NA,NA,Anemone,Ranunculaceae,CB
Anemone rivularis var. flore-minore,Ğ¡»¨²İÓñÃ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone tomentosa,´ó»ğ²İ,7,8,NA,NA,Anemone,Ranunculaceae,CB
Angelica dahurica,°×ÜÆ,7,8,8,9,Angelica,Apiaceae,CB
Anthoxanthum nitens,Ã©Ïã,6,9,6,9,NA,Poaceae,CB
Anthriscus sylvestris,¶ë²Î,4,5,4,5,Anthriscus,Apiaceae,CB
Apocynum pictum,°×Âé,7,7,8,12,Apocynum,Apocynaceae,WD
Apocynum venetum,ÂŞ²¼Âé,7,7,NA,NA,NA,Apocynaceae,WD
Aquilegia ecalcarata,ÎŞ¾àñï¶·²Ë,6,7,7,8,NA,Ranunculaceae,CB
Aquilegia oxysepala var. kansuensis,¸ÊËàñï¶·²Ë,5,6,6,7,NA,Ranunculaceae,CB
Aquilegia viridiflora,ñï¶·²Ë,5,7,7,8,NA,Ranunculaceae,CB
Aquilegia viridiflora var. atropurpurea,×Ï»¨ñï¶·²Ë,NA,NA,NA,NA,NA,Ranunculaceae,CB
Arabis hirsuta,Ó²Ã«ÄÏ½æ,4,8,5,9,NA,Brassicaceae,CB
Arabis pendula,´¹¹ûÄÏ½æ,6,7,7,8,NA,Brassicaceae,CB
Aralia elata,˜BÄ¾,7,9,9,12,Aralia,Araliaceae,WD
Arenaria formosa,ÃÀÀöÀÏÅ£½î,7,8,NA,NA,NA,Caryophyllaceae,CB
Arisaema concinum,ÖåĞòÄÏĞÇ,5,5,8,8,Arisaema,Araceae,CB
Arisaema consanguineum,³¤ĞĞÌìÄÏĞÇ,4,5,NA,NA,Arisaema,Araceae,CB
Arisaema elephas,ÏóÄÏĞÇ,6,7,8,8,Arisaema,Araceae,CB
Arisaema erubescens,Ò»°ÑÉ¡ÄÏĞÇ,6,7,9,9,Arisaema,Araceae,CB
Arisaema wardii,ÒşĞòÄÏĞÇ,7,7,8,9,Arisaema,Araceae,CB
Aristida adscensionis,ÈıÃ¢²İ,6,10,6,10,Aristida,Poaceae,CB
Armeniaca sibirica,É½ĞÓ,3,4,6,7,NA,Rosaceae,WD
Armeniaca sibirica var. pubescens,Ã«ĞÓ,NA,NA,NA,NA,NA,Rosaceae,WD
Armeniaca vulgaris,ĞÓ,3,4,6,7,NA,Rosaceae,WD
Armeniaca vulgaris var. ansu,Ò°ĞÓ,NA,NA,NA,NA,NA,Rosaceae,WD
Arnebia fimbriata,»ÒÃ«Èí×Ï²İ,6,9,6,9,Arnebia,Boraginaceae,CB
Arnebia guttata,»Æ»¨Èí×Ï²İ,6,10,6,10,Arnebia,Boraginaceae,CB
Arnebia szechenyi,Êè»¨Èí×Ï²İ,6,9,6,9,Arnebia,Boraginaceae,CB
Artemisia anethifolia,¼îİï,NA,NA,7,9,NA,Asteraceae,CB
Artemisia anethoides,İªÂÜİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia argyi,°¬,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia argyi var. gracilis,³¯ÏÊ°¬,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia blepharolepis,°×É³İï,8,10,8,10,NA,Asteraceae,CB
Artemisia brachyloba,É½İï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia capillaris,Òğ³Âİï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia demissa,ÏË¸Ëİï,7,9,7,9,Artemisia,Asteraceae,CB
Artemisia desertorum,É³İï,8,10,8,10,NA,Asteraceae,CB
Artemisia dracunculus,Áúİï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia dubia var. subdigitata,ÎŞÃ«Å£Î²İï,7,9,7,9,NA,Asteraceae,WD
Artemisia eriopoda,ÄÏÄµİï,6,11,6,11,NA,Asteraceae,CB
Artemisia frigida,Àäİï,6,10,6,10,Artemisia,Asteraceae,CB
Artemisia frigida var. atropurpurea,×Ï»¨Àäİï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia gansuensis,¸ÊËàİï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia giraldii,»ª±±Ã×İï,7,10,7,10,Artemisia,Asteraceae,WD
Artemisia globosoides,¼ÙÇòİï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia gmelinii,Ï¸ÁÑÒ¶Á«İï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia halodendron,ÑÎİï,8,10,8,10,NA,Asteraceae,WD
Artemisia igniaria,Æç¾¥İï,8,11,8,11,Artemisia,Asteraceae,WD
Artemisia japonica,Äµİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia kanashiroi,ÏÁÁÑ°×İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia latifolia,¿íÒ¶İï,7,10,7,10,NA,Asteraceae,CB
Artemisia lavandulifolia,Ò°°¬İï,7,10,7,10,NA,Asteraceae,CB
Artemisia leucophylla,°×Ò¶İï,7,10,7,10,NA,Asteraceae,CB
Artemisia mongolica,ÃÉ¹Åİï,8,10,8,10,NA,Asteraceae,CB
Artemisia moorcroftiana,Ğ¡Çò»¨İï,7,10,7,10,NA,Asteraceae,CB
Artemisia ordosica,ºÚÉ³İï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia parviflora,Î÷ÄÏÄµİï,8,10,8,10,NA,Asteraceae,CB
Artemisia pewzowi,ÏË¹£İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia phaeolepis,ºÖ°úİï,7,9,7,9,Artemisia,Asteraceae,CB
Artemisia pontica,Î÷±±İï,8,10,8,10,NA,Asteraceae,WD
Artemisia pubescens,ÈáÃ«İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia roxburghiana,»Ò°úİï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia sacrorum,°×Á«İï,8,9,8,9,NA,Asteraceae,WD
Artemisia sacrorum var. messerschmidtiana,ÃÜÃ«°×Á«İï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia scoparia,ÖíÃ«İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia sericea,¾îÃ«İï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia sieversiana,´ó×Ñİï,7,9,7,9,Artemisia,Asteraceae,CB
Artemisia sphaerocephala,Ô²Í·İï,7,10,7,10,Artemisia,Asteraceae,WD
Artemisia tanacetifolia,ÁÑÒ¶İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia verbenacea,ÁÉ¶«İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia vestita,Ã«Á«İï,8,11,8,11,Artemisia,Asteraceae,WD
Artemisia vulgaris,±±°¬,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia xerophytica,ÄÚÃÉ¹Åºµİï,8,10,8,10,Artemisia,Asteraceae,WD
Arthraxon hispidus,İ£²İ,8,10,8,10,Arthraxon,Poaceae,CB
Arthraxon hispidus var. centrasiaticus,ÖĞÑÇİ£²İ,8,9,8,9,NA,Poaceae,CB
Aruncus sylvester,¼ÙÉıÂé,7,7,8,9,Aruncus,Rosaceae,CB
Arundinella hirta,Ã«¸ÑÒ°¹Å²İ,6,9,6,9,Arundinella,Poaceae,CB
Asarum himalaicum,µ¥Ò¶Ï¸ĞÁ,4,6,4,6,Asarum,Aristolochiaceae,CB
Asparagus brachyphyllus,ÅÊÔ®ÌìÃÅ¶¬,5,6,7,8,Asparagus,Liliaceae,CB
Asparagus dauricus,ĞË°²ÌìÃÅ¶¬,5,6,8,9,Asparagus,Liliaceae,CB
Asparagus filicinus,Ñò³İÌìÃÅ¶¬,5,6,7,8,Asparagus,Liliaceae,CB
Asparagus gobicus,¸ê±ÚÌìÃÅ¶¬,5,5,7,10,Asparagus,Liliaceae,WD
Asparagus kansuensis,¸ÊËàÌìÃÅ¶¬,6,6,NA,NA,NA,Liliaceae,WD
Asparagus longiflorus,³¤»¨ÌìÃÅ¶¬,4,5,6,8,NA,Liliaceae,CB
Asparagus officinalis,Ê¯µó°Ø,5,6,8,8,NA,Liliaceae,CB
Aster ageratoides var. oophyllus,ÈıÂö×ÏİÒÂÑÒ¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Aster farreri,ÏÁ°ú×ÏİÒ,8,9,8,9,Aster,Asteraceae,CB
Aster souliei,ÔµÃ«×ÏİÒ,6,7,7,8,Aster,Asteraceae,CB
Aster tataricus,×ÏİÒ,7,9,8,10,NA,Asteraceae,CB
Asterothamnus alyssoides,×ÏİÒÄ¾,NA,NA,NA,NA,NA,Asteraceae,WD
Asterothamnus centrali-asiaticus,ÖĞÑÇ×ÏİÒÄ¾,7,9,8,10,Asterothamnus,Asteraceae,WD
Asterothamnus centrali-asiaticus var. potaninii,ÖĞÑÇ×ÏİÒÄ¾¶ÌÒ¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,WD
Astilbe chinensis,ÂäĞÂ¸¾,7,7,9,9,NA,Saxifragaceae,CB
Astragalus adsurgens,Ğ±¾¥»ÆêÈ,6,7,8,10,NA,Fabaceae,CB
Astragalus alaschanensis,»ÄÄ®»ÆêÈ,5,6,7,8,Astragalus,Fabaceae,CB
Astragalus bhotanensis,µØ°Ë½Ç,3,8,8,10,Astragalus,Fabaceae,CB
Astragalus camptodontus,Íä³İ»ÆÜÎ,7,8,8,9,Astragalus,Fabaceae,CB
Astragalus capillipes,²İÖé»ÆêÈ,6,6,NA,NA,NA,Fabaceae,CB
Astragalus chrysopterus,½ğÒí»ÆêÈ,6,8,6,8,Astragalus,Fabaceae,CB
Astragalus complanatus,±³±â»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus dilutus,µ­»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus discolor,»ÒÒ¶»ÆêÈ,7,8,8,9,Astragalus,Fabaceae,CB
Astragalus efoliolatus,µ¥Ò¶»ÆêÈ,6,9,7,10,Astragalus,Fabaceae,CB
Astragalus ellipsoideus,ÕÍİà»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus galactites,Èé°×»¨»ÆêÈ,5,5,6,8,Astragalus,Fabaceae,CB
Astragalus grubovii,ĞÂ°Í»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus handelii,³¤³İ»ÆêÈ,6,6,NA,NA,Astragalus,Fabaceae,CB
Astragalus hoantchy,ÎÚÀ­ÌØ»ÆêÈ,5,6,6,7,Astragalus,Fabaceae,CB
Astragalus huiningensis,»áÄş»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus huiningensis var. psilocarpus,ÑÎ³Ø»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus leansanicus,Á«É½»ÆêÈ,5,7,5,7,Astragalus,Fabaceae,CB
Astragalus melilotoides,²İÄ¾éØ×´»ÆêÈ,7,7,8,8,NA,Fabaceae,CB
Astragalus melilotoides var. tenuis,Ï¸Ò¶»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus miniatus,Ï¸Èõ»ÆêÈ,5,7,7,8,Astragalus,Fabaceae,CB
Astragalus moellendorffii,±ßÏò»¨»ÆêÈ,6,7,7,8,Astragalus,Fabaceae,CB
Astragalus moellendorffii var. kansuensis,Á«»¨É½»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus monadelphus,µ¥Èï»ÆêÈ,6,7,7,8,Astragalus,Fabaceae,CB
Astragalus monophyllus,³¤Ã«¼Ô»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus ochrias,ÖĞÄş»ÆêÈ,5,6,5,6,Astragalus,Fabaceae,CB
Astragalus polycladus,¶àÖ¦»ÆêÈ,6,7,7,8,Astragalus,Fabaceae,CB
Astragalus pseudoscaberrimus,Äâ²ÚÒ¶»ÆêÈ,5,6,6,7,Astragalus,Fabaceae,CB
Astragalus salsugineus var. multijugus,ÑÎÉú»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus satoi,Ğ¡Ã×»ÆêÈ,7,8,8,9,Astragalus,Fabaceae,CB
Astragalus scaberrimus,²ÚÒ¶»ÆêÈ,4,8,5,9,Astragalus,Fabaceae,CB
Astragalus stenoceras,ÏÁ¼â»ÆêÈ,4,5,5,6,Astragalus,Fabaceae,CB
Astragalus stenoceras var. longidentatus,³¤³İÏÁ¼Ô»ÆêÈ,NA,NA,NA,NA,NA,Fabaceae,CB
Astragalus tataricus,Ğ¡¹û»ÆêÈ,6,7,7,8,Astragalus,Fabaceae,CB
Astragalus tibetanus,²Ø»ÆêÈ,6,8,7,9,Astragalus,Fabaceae,CB
Astragalus variabilis,±äÒì»ÆêÈ,6,7,7,8,NA,Fabaceae,CB
Atractylodes lancea,²ÔÊõ,7,10,7,10,Atractylodes,Asteraceae,CB
Atraphaxis bracteata,É³Ä¾Ş¤,5,5,6,7,Atraphaxis,Polygonaceae,WD
Atraphaxis frutescens,Ä¾Ş¤,5,8,5,8,Atraphaxis,Polygonaceae,WD
Atraphaxis manshurica,¶«±±Ä¾Ş¤,7,9,7,9,NA,Polygonaceae,WD
Atraphaxis pungens,ÈñÖ¦Ä¾Ş¤,5,8,5,8,Atraphaxis,Polygonaceae,WD
Atriplex centralasiatica,ÖĞÑÇ±õŞ¼,7,9,7,9,NA,Chenopodiaceae,CB
Atriplex fera,Ò°±õŞ¼,7,9,7,9,Atriplex,Chenopodiaceae,CB
Atriplex sibirica,Î÷²®ÀûÑÇ±õŞ¼,6,7,8,9,Atriplex,Chenopodiaceae,CB
Avena chinensis,İ¯Âó,6,7,8,9,NA,Poaceae,CB
Axyris amaranthoides,ÖáŞ¼,8,9,8,9,NA,Chenopodiaceae,CB
Axyris hybrida,ÔÓÅäÖáŞ¼,7,8,7,8,Axyris,Chenopodiaceae,CB
Bassia dasyphylla,Îí±ùŞ¼,7,9,7,9,Bassia,Chenopodiaceae,CB
Bassia hyssopifolia,¹³´ÌÎí±ùŞ¼,7,9,7,9,Bassia,Chenopodiaceae,CB
Bassia sedoides,ÈâÒ¶Îí±ùŞ¼,8,9,8,9,NA,Chenopodiaceae,CB
Beckmannia syzigachne var. hirsutiflora,Ã«Ó±ÈD²İ,NA,NA,NA,NA,NA,Poaceae,CB
Belamcanda chinensis,Éä¸É,6,8,7,9,NA,Iridaceae,CB
Berberis amurensis,»ÆÂ«Ä¾,5,5,7,8,NA,Berberidaceae,WD
Berberis brachypoda,¶Ì±úĞ¡éŞ,6,7,7,9,Berberis,Berberidaceae,WD
Berberis circumserrata,ÇØÁëĞ¡éŞ,5,5,7,9,Berberis,Berberidaceae,WD
Berberis dasystachya,Ö±ËëĞ¡éŞ,6,6,6,9,Berberis,Berberidaceae,WD
Berberis diaphana,ÏÊ»ÆĞ¡éŞ,5,6,7,9,Berberis,Berberidaceae,WD
Berberis dictyoneura,ËÉÅËĞ¡éŞ,6,6,7,9,Berberis,Berberidaceae,WD
Berberis dielsiana,Ê×ÑôĞ¡éŞ,4,5,8,9,Berberis,Berberidaceae,WD
Berberis dubia,ÖÃÒÉĞ¡éŞ,5,6,8,9,Berberis,Berberidaceae,WD
Berberis farreri,Â¤Î÷Ğ¡éŞ,5,6,7,9,NA,Berberidaceae,WD
Berberis henryana,´¨¶õĞ¡éŞ,5,6,7,9,Berberis,Berberidaceae,WD
