scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Acer griseum,ÑªÆ¤éÊ,5,5,8,8,Acer,Aceraceae,WD
Acer henryi,½¨Ê¼éÊ,4,4,8,8,Acer,Aceraceae,WD
Acer longipes,³¤±úéÊ,5,5,8,9,Acer,Aceraceae,WD
Acer mandshuricum,¶«±±éÊ,6,6,9,9,Acer,Aceraceae,WD
Acer maximowiczianum,Ã«¹ûéÊ,4,4,9,9,Acer,Aceraceae,WD
Acer maximowiczii,Îå¼âéÊ,5,5,9,9,Acer,Aceraceae,WD
Acer oblongum,·É¶êéÊ,5,5,9,9,Acer,Aceraceae,WD
Acer oliverianum,ÎåÁÑéÊ,5,5,8,9,Acer,Aceraceae,WD
Acer palmatum,¼¦×¦éÊ,4,5,9,9,Acer,Aceraceae,WD
Acer pictum subsp. mono,Îå½Ç·ã,5,5,9,9,Acer,Aceraceae,WD
Acer robustum,è¾Ò¶éÊ,5,5,8,9,Acer,Aceraceae,WD
Acer shenkanense,ÉÂ¸ÊéÊ,4,5,7,9,Acer,Aceraceae,WD
Acer sinense,ÖĞ»ªéÊ,5,5,9,9,Acer,Aceraceae,WD
Acer stachyophyllum,Ã«Ò¶éÊ,4,5,9,10,Acer,Aceraceae,WD
Acer stachyophyllum subsp. tetramerum,ËÄÈïéÊ,NA,NA,NA,NA,Acer,Aceraceae,WD
Acer sterculiaceum subsp. franchetii,·¿ÏØéÊ,NA,NA,NA,NA,Acer,Aceraceae,WD
Acer tegmentosum,Çà¿¬éÊ,4,4,9,9,Acer,Aceraceae,WD
Acer truncatum,Ôª±¦éÊ,5,5,9,9,Acer,Aceraceae,WD
Acer tsinglingense,ÇØÁë·ã,4,4,8,9,Acer,Aceraceae,WD
Achillea wilsoniana,ÔÆÄÏİé,7,9,7,9,Achillea,Asteraceae,CB
Achnatherum breviaristatum,¶Ì¾¥Ü¸Ü¸²İ,6,6,NA,NA,Achnatherum,Poaceae,CB
Achnatherum chinense,ÖĞ»ªÜ¸Ü¸²İ,NA,NA,NA,NA,Achnatherum,Poaceae,CB
Achnatherum coreanum,´óÒ¶Ö±Ã¢²İ,8,10,8,10,Achnatherum,Poaceae,CB
Achnatherum henryi,ºş±±Ü¸Ü¸²İ,4,6,NA,NA,Achnatherum,Poaceae,CB
Achnatherum nakaii,³¯ÑôÜ¸Ü¸²İ,7,9,7,9,Achnatherum,Poaceae,CB
Achnatherum pekinense,¾©Ã¢²İ,7,10,7,10,Achnatherum,Poaceae,CB
Achnatherum sibiricum,ÓğÃ©,7,9,7,9,Achnatherum,Poaceae,CB
Achnatherum splendens,Ü¸Ü¸²İ,6,9,6,9,Achnatherum,Poaceae,CB
Achyranthes bidentata,Å£Ï¥,7,9,9,10,Achyranthes,Amaranthaceae,CB
Achyranthes longifolia,ÁøÒ¶Å£Ï¥,9,10,10,11,Achyranthes,Amaranthaceae,CB
Achyrospermum wallichianum,Î÷²ØÁÛ¹û²İ,8,9,NA,NA,Achyrospermum,Lamiaceae,CB
Aconitum barbatum,Ï¸Ò¶»ÆÎÚÍ·,7,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum barbatum var. hispidum,Î÷²®ÀûÑÇÎÚÍ·,NA,NA,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum barbatum var. puberulum,Å£±â,NA,NA,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum cannabifolium,´óÂéÒ¶ÎÚÍ·,8,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum carmichaelii,ÎÚÍ·,9,10,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum carmichaelii var. truppelianum,Õ¹Ã«ÎÚÍ·,NA,NA,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum finetianum,¸ÓÍîÎÚÍ·,8,9,10,10,Aconitum,Ranunculaceae,CB
Aconitum hemsleyanum,¹ÏÒ¶ÎÚÍ·,8,10,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum henryi,´¨¶õÎÚÍ·,9,10,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum kirinense,¼ªÁÖÎÚÍ·,7,9,9,9,Aconitum,Ranunculaceae,CB
Aconitum kirinense var. australe,Ã«¹û¼ªÁÖÎÚÍ·,NA,NA,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum kirinense var. heterophyllum,ÒìÁÑ¼ªÁÖÎÚÍ·,NA,NA,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum kusnezoffii,±±ÎÚÍ·,7,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum pendulum,Ìú°ô´¸,7,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum scaposum,»¨İãÎÚÍ·,8,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum sinomontanum,¸ßÎÚÍ·,6,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum sinomontanum var. angustius,ÏÁ¿ø¸ßÎÚÍ·,NA,NA,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum taipeicum,Ì«°×ÎÚÍ·,9,9,NA,NA,Aconitum,Ranunculaceae,CB
Acorus calamus,İÅÆÑ,6,9,NA,NA,Acorus,Araceae,CB
Acorus gramineus,½ğÇ®ÆÑ,5,6,7,8,Acorus,Araceae,CB
Acorus tatarinowii,Ê¯İÅÆÑ,2,6,2,6,Acorus,Araceae,CB
Acroglochin persicarioides,Ç§ÕëÜÈ,6,11,6,11,Acroglochin,Chenopodiaceae,CB
Actaea asiatica,ÀàÒ¶ÉıÂé,5,6,7,9,Actaea,Ranunculaceae,CB
Actinidia arguta,ÈíÔæâ¨ºïÌÒ,4,4,8,10,Actinidia,Actinidiaceae,WD
Actinidia arguta var. giraldii,ÉÂÎ÷â¨ºïÌÒ,NA,NA,NA,NA,Actinidia,Actinidiaceae,WD
Actinidia callosa,Ó²³İâ¨ºïÌÒ,4,6,9,10,Actinidia,Actinidiaceae,WD
Actinidia callosa var. henryi,¾©Àæâ¨ºïÌÒ,NA,NA,NA,NA,Actinidia,Actinidiaceae,WD
Actinidia chinensis var. deliciosa,ÃÀÎ¶â¨ºïÌÒ,NA,NA,NA,NA,Actinidia,Actinidiaceae,WD
Actinidia kolomikta,¹·Ôæâ¨ºïÌÒ,5.25,7.1,9,10,Actinidia,Actinidiaceae,WD
Actinidia melanandra,ºÚÈïâ¨ºïÌÒ,5,6,9,9,Actinidia,Actinidiaceae,WD
Actinidia polygama,¸ğÔæâ¨ºïÌÒ,6,7,9,10,Actinidia,Actinidiaceae,WD
Actinidia tetramera,ËÄİàâ¨ºïÌÒ,5,6,9,9,Actinidia,Actinidiaceae,WD
Actinidia valvata,¶Ôİàâ¨ºïÌÒ,5.1,5.1,NA,NA,Actinidia,Actinidiaceae,WD
Actinodaphne cupularis,ºì¹û»ÆÈâéª,10,11,8,9,Actinodaphne,Lauraceae,WD
Actinostemma tenerum,ºĞ×Ó²İ,7,9,9,11,Actinostemma,Cucurbitaceae,CB
Adenocaulon himalaicum,ºÍÉĞ²Ë,6,11,6,11,Adenocaulon,Asteraceae,CB
Adenophora capillaris,Ë¿ÁÑÉ³²Î,7,8,NA,NA,Adenophora,Campanulaceae,CB
Adenophora cordifolia,ĞÄÒ¶É³²Î,7,8,NA,NA,Adenophora,Campanulaceae,CB
Adenophora elata,ÏÁ³¤»¨É³²Î,7,9,9,9,Adenophora,Campanulaceae,CB
Adenophora gmelinii,ÏÁÒ¶É³²Î,7,9,8,10,Adenophora,Campanulaceae,CB
Adenophora liliifolia,ĞÂ½®É³²Î,7,8,NA,NA,Adenophora,Campanulaceae,CB
Adenophora petiolata,ÇØÁëÉ³²Î,7,8,NA,NA,Adenophora,Campanulaceae,CB
Adenophora petiolata subsp. hunanensis,ĞÓÒ¶É³²Î,NA,NA,NA,NA,Adenophora,Campanulaceae,CB
Adenophora polyantha,¹âİàÉ³²Î,8,10,NA,NA,Adenophora,Campanulaceae,CB
Adenophora polyantha subsp. scabricalyx,Ê¯É³²Î,8,10,8,10,Adenophora,Campanulaceae,CB
Adenophora potaninii subsp. wawreana,¶àÆçÉ³²Î,NA,NA,NA,NA,Adenophora,Campanulaceae,CB
Adenophora remotiflora,±¡Ò¶ÜùÆs,7,8,8,9,Adenophora,Campanulaceae,CB
Adenophora rupincola,¶àÃ«É³²Î,7,10,NA,NA,Adenophora,Campanulaceae,CB
Adenophora sinensis,ÖĞ»ªÉ³²Î,8,10,NA,NA,Adenophora,Campanulaceae,CB
Adenophora stricta,´¨Î÷É³²Î,8,10,NA,NA,Adenophora,Campanulaceae,CB
Adenophora stricta subsp. sessilifolia,ÎŞ±úÉ³²Î,NA,NA,NA,NA,Adenophora,Campanulaceae,CB
Adenophora tetraphylla,ÂÖÒ¶É³²Î,7,9,NA,NA,Adenophora,Campanulaceae,CB
Adenophora trachelioides,ÜùÆs,7,9,NA,NA,Adenophora,Campanulaceae,CB
Adenostemma lavenia,ÏÂÌï¾Õ,8,10,8,10,Adenostemma,Asteraceae,CB
Adina pilulifera,Ë®ÍÅ»¨,6,7,NA,NA,Adina,Rubiaceae,WD
Adina rubella,Ï¸Ò¶Ë®ÍÅ»¨,5,12,5,12,Adina,Rubiaceae,WD
Adoxa moschatellina,Îå¸£»¨,4,7,7,8,Adoxa,Adoxaceae,CB
Aegilops tauschii,É½Ñò²İ,5,6,5,6,Aegilops,Poaceae,CB
Aeginetia indica,Ò°İÔ,4,8,8,10,Aeginetia,Orobanchaceae,CB
Aegopodium henryi,°Í¶«Ñò½ÇÇÛ,6,8,6,8,Aegopodium,Apiaceae,CB
Aeluropus sinensis,â¯Ã«,6,8,6,8,Aeluropus,Poaceae,CB
Aeschynomene indica,ºÏÃÈ,7,9,7,10,Aeschynomene,Fabaceae,CB
Aesculus chinensis var. wilsonii,ÌìÊ¦Àõ,NA,NA,NA,NA,Aesculus ,Hippocastanaceae,WD
Agastache rugosa,Ş½Ïã,6,9,9,11,Agastache,Lamiaceae,CB
Agrimonia coreana,ÍĞÒ¶ÁúÑ¿²İ,7,8,7,8,Agrimonia,Rosaceae,CB
Agrimonia nipponica var. occidentalis,Ğ¡»¨ÁúÑ¿²İ,8,11,8,11,Agrimonia,Rosaceae,CB
Agrimonia pilosa,ÁúÑ¿²İ,5,12,5,12,Agrimonia,Rosaceae,CB
Agrimonia pilosa var. nepalensis,»ÆÁúÎ²,NA,NA,NA,NA,Agrimonia,Rosaceae,CB
Agriophyllum squarrosum,É³Åî,8,10,8,10,Agriophyllum,Chenopodiaceae,CB
Agrostis arisan-montana,°¢ÀïÉ½¼ô¹ÉÓ±,NA,NA,7,7,Agrostis,Poaceae,CB
Agrostis capillaris,Ï¸Èõ¼ô¹ÉÓ±,8,8,NA,NA,Agrostis,Poaceae,CB
Agrostis clavata,»ª±±¼ô¹ÉÓ±,6,9,6,9,Agrostis,Poaceae,CB
Agrostis gigantea,¾ŞĞò¼ô¹ÉÓ±,6,11,6,11,Agrostis,Poaceae,CB
Agrostis micrantha,¶à»¨¼ô¹ÉÓ±,6,9,6,9,Agrostis,Poaceae,CB
Agrostis sozanensis,Ì¨Íå¼ô¹ÉÓ±,6,11,6,11,Agrostis,Poaceae,CB
Agrostis stolonifera,Î÷²®ÀûÑÇ¼ô¹ÉÓ±,8,8,NA,NA,Agrostis,Poaceae,CB
Ailanthus altissima,³ô´»,4,5,8,10,Ailanthus,Simaroubaceae,WD
Ailanthus altissima var. sutchuenensis,´ó¹û³ô´»,NA,NA,NA,NA,Ailanthus,Simaroubaceae,WD
Ailanthus altissima var. tanakai,Ì¨Íå³ô´»,NA,NA,NA,NA,Ailanthus,Simaroubaceae,WD
Ailanthus giraldii,Ã«³ô´»,4,5,9,10,Ailanthus,Simaroubaceae,WD
Ailanthus vilmoriniana,´Ì³ô´»,NA,NA,NA,NA,Ailanthus,Simaroubaceae,WD
Ainsliaea rubrifolia,ºì±³ÍÃ¶ù·ç,5,6,9,10,Ainsliaea,Asteraceae,CB
Ajania remotipinna,Êè³İÑÇ¾Õ,8,10,8,10,Ajania,Asteraceae,CB
Ajuga ciliata,½î¹Ç²İ,4,8,7,9,Ajuga,Lamiaceae,CB
Ajuga ciliata var. glabrescens,½î¹Ç²İÎ¢Ã«±äÖÖ,NA,NA,NA,NA,Ajuga,Lamiaceae,CB
Ajuga decumbens,½ğ´¯Ğ¡²İ,3,7,5,11,Ajuga,Lamiaceae,CB
Ajuga linearifolia,ÏßÒ¶½î¹Ç²İ,4,5,5,11,Ajuga,Lamiaceae,CB
Ajuga lupulina,°×°ú½î¹Ç²İ,7,9,8,10,Ajuga,Lamiaceae,CB
Ajuga nipponensis,×Ï±³½ğÅÌ,1,6,1,5,Ajuga,Lamiaceae,CB
Akebia quinata,Ä¾Í¨,4,5,6,8,Akebia,Lardizabalaceae,WD
Akebia trifoliata,ÈıÒ¶Ä¾Í¨,4,5,6,9,Akebia,Lardizabalaceae,WD
Akebia trifoliata subsp. australis,°×Ä¾Í¨,4,5,6,9,Akebia,Lardizabalaceae,WD
Alangium chinense,°Ë½Ç·ã,5,7,7,11,Akebia,Alangiaceae,WD
Alangium chinense subsp. pauciflorum,Ï¡»¨°Ë½Ç·ã,NA,NA,NA,NA,Akebia,Alangiaceae,WD
Alangium chinense subsp. strigosum,·üÃ«°Ë½Ç·ã,6,7,8,9,Akebia,Alangiaceae,WD
Alangium chinense subsp. triangulare,ÉîÁÑ°Ë½Ç·ã,NA,NA,NA,NA,Akebia,Alangiaceae,WD
Alangium kurzii,Ã«°Ë½Ç·ã,5,6,9,9,Akebia,Alangiaceae,WD
Alangium kurzii var. handelii,ÔÆÉ½°Ë½Ç·ã,NA,NA,NA,NA,Akebia,Alangiaceae,WD
Alangium platanifolium var. trilobum,ÈıÁÑ¹ÏÄ¾,3,6,7,9,Akebia,Alangiaceae,WD
Alangium yunnanense,ÔÆÄÏ°Ë½Ç·ã,4,5,8,9,Alangium,Alangiaceae,WD
Alcea rosea,Êñ¿û,2,8,NA,NA,Alcea,Malvaceae,CB
Alchornea davidii,É½Âé¸Ë,4,5,6,7,Alchornea,Euphorbiaceae,WD
Aletris glabra,ÎŞÃ«·ÛÌõ¶ù²Ë,5,6,9,10,Aletris,Liliaceae,CB
Aletris spicata,·ÛÌõ¶ù²Ë,4,5,6,7,Aletris,Liliaceae,CB
Aletris stenoloba,ÏÁ°ê·ÛÌõ¶ù²Ë,3,7,5,9,Aletris,Liliaceae,CB
Alisma canaliculatum,Õ­Ò¶ÔóĞº,5,10,5,10,Alisma ,Alismataceae,CB
Alisma gramineum,²İÔóĞº,6,9,6,9,Alisma ,Alismataceae,CB
Alisma orientale,¶«·½ÔóĞº,5,9,5,9,Alisma ,Alismataceae,CB
Alisma plantago-aquatica,ÔóĞº,5,10,5,10,Alisma ,Alismataceae,CB
Allium anisopodium,°«¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium bidentatum,É°¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium cepa var. aggregatum,»ğ´Ğ,NA,NA,NA,NA,Allium,Liliaceae,CB
Allium chinense,ËŠÍ·,10,11,10,11,Allium,Liliaceae,CB
Allium chrysanthum,Ò°´Ğ,7,9,7,9,Allium,Liliaceae,CB
Allium condensatum,»Æ»¨¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium fistulosum,´Ğ,4,8,4,8,Allium,Liliaceae,CB
Allium henryi,Êè»¨¾Â,9,10,9,10,Allium,Liliaceae,CB
Allium listera,¶ÔÒ¶É½´Ğ,6,8,6,8,Allium,Liliaceae,CB
Allium longistylum,³¤Öù¾Â,8,9,8,9,Allium,Liliaceae,CB
Allium macrostemon,Ş¯°×,5,7,5,7,Allium,Liliaceae,CB
Allium mongolicum,ÃÉ¹Å¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium ovalifolium,ÂÑÒ¶É½´Ğ,7,9,7,9,Allium,Liliaceae,CB
Allium paepalanthoides,ÌìËâ,8,9,8,9,Allium,Liliaceae,CB
Allium plurifoliatum,¶àÒ¶¾Â,8,10,8,10,Allium,Liliaceae,CB
Allium polyrhizum,¼î¾Â,6,8,6,8,Allium,Liliaceae,CB
Allium prattii,Ì«°×É½´Ğ,6.25,9,6.25,9,Allium,Liliaceae,CB
Allium przewalskianum,Çà¸Ê¾Â,6,9,6,9,Allium,Liliaceae,CB
Allium ramosum,Ò°¾Â,6,9,6,9,Allium,Liliaceae,CB
Allium senescens,É½¾Â,7,8,NA,NA,Allium,Liliaceae,CB
Allium spurium,ÑÒ¾Â,7,8,NA,NA,Allium,Liliaceae,CB
Allium stenodon,ÎíÁé¾Â,6,9,6,9,Allium,Liliaceae,CB
Allium tenuissimum,Ï¸Ò¶¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium thunbergii,ÇòĞò¾Â,8.25,10,8.25,10,Allium,Liliaceae,CB
Allium tuberosum,¾Â,7,9,7,9,Allium,Liliaceae,CB
Allium tubiflorum,ºÏ±»¾Â,7,10,7,10,Allium,Liliaceae,CB
Allium victorialis,ÆŒ´Ğ,6,8,6,8,Allium,Liliaceae,CB
Allium yanchiense,°×»¨Ş¯,8,9,8,9,Allium,Liliaceae,CB
Alnus cremastogyne,èçÄ¾,5,7,8,9,Alnus,Betulaceae,WD
Alnus japonica,ÈÕ±¾èçÄ¾,5,7,7,8,Alnus,Betulaceae,WD
Alnus trabeculosa,½­ÄÏèçÄ¾,5,6,7,8,Alnus,Betulaceae,WD
Alopecurus aequalis,¿´ÂóÄï,4,8,4,8,Alopecurus,Poaceae,CB
Alopecurus japonicus,ÈÕ±¾¿´ÂóÄï,2,5,2,5,Alopecurus,Poaceae,CB
Amaranthus retroflexus,·´Ö¦ÜÈ,7,8,8,9,Amaranthus,Amaranthaceae,CB
Amaranthus spinosus,´ÌÜÈ,7,11,7,11,Amaranthus,Amaranthaceae,CB
Amaranthus taishanensis,Ì©É½ÜÈ,NA,NA,NA,NA,Amaranthus,Amaranthaceae,CB
Amelanchier sinica,ÌÆé¦,9,10,9,10,Amelanchier,Rosaceae,WD
Amethystea caerulea,Ë®¼¬Õë,8,9,9,10,Amethystea,Lamiaceae,CB
Amitostigma capitatum,Í·ĞòÎŞÖùÀ¼,7,7,NA,NA,Amitostigma,Orchidaceae,CB
Amitostigma gracile,ÎŞÖùÀ¼,6,7,9,10,Amitostigma,Orchidaceae,CB
Amitostigma pinguiculum,´ó»¨ÎŞÖùÀ¼,4,5,NA,NA,Amitostigma,Orchidaceae,CB
Ammannia auriculata,¶ú»ùË®ÜÈ,8,9,8,12,Ammannia,Lythraceae,CB
Ammannia baccifera,Ë®ÜÈ²Ë,8,10,9,11,Ammannia,Lythraceae,CB
Amorphophallus konjac,Ä¥Óó,4,4,NA,NA,Amorphophallus,Araceae,CB
Ampelopsis aconitifolia,ÎÚÍ·Ò¶ÉßÆÏÌÑ,5,6,8,9,Ampelopsis,Vitaceae,WD
Ampelopsis aconitifolia var. palmiloba,ÕÆÁÑ²İÆÏÌÑ,5,8,7,9,Ampelopsis,Vitaceae,WD
Ampelopsis bodinieri,À¶¹ûÉßÆÏÌÑ,4,6,7,8,Ampelopsis,Vitaceae,WD
Ampelopsis bodinieri var. cinerea,»ÒÃ«ÉßÆÏÌÑ,NA,NA,NA,NA,Ampelopsis,Vitaceae,WD
Ampelopsis delavayana,ÈıÁÑÉßÆÏÌÑ,6,8,9,11,Ampelopsis,Vitaceae,WD
Ampelopsis delavayana var. glabra,ÕÆÁÑÉßÆÏÌÑ,5,6,7,9,Ampelopsis,Vitaceae,WD
Ampelopsis delavayana var. setulosa,Ã«ÈıÁÑÉßÆÏÌÑ,6,7,9,11,Ampelopsis,Vitaceae,WD
Ampelopsis glandulosa,ÉßÆÏÌÑ,4,8,7,10,Ampelopsis,Vitaceae,WD
Ampelopsis glandulosa var. brevipedunculata,¶«±±ÉßÆÏÌÑ,7,8,9,10,Ampelopsis,Vitaceae,WD
Ampelopsis glandulosa var. hancei,¹âÒ¶ÉßÆÏÌÑ,4,6,8,10,Ampelopsis,Vitaceae,WD
Ampelopsis glandulosa var. heterophylla,ÒìÒ¶ÉßÆÏÌÑ,4,6,7,10,Ampelopsis,Vitaceae,WD
Ampelopsis glandulosa var. kulingensis,êôÁëÉßÆÏÌÑ,5,7,8,9,Ampelopsis,Vitaceae,WD
Ampelopsis humulifolia,È„Ò¶ÉßÆÏÌÑ,5,7,5,9,Ampelopsis,Vitaceae,WD
Ampelopsis japonica,°×İü,5,6,7,9,Ampelopsis,Vitaceae,WD
Ampelopsis megalophylla,´óÒ¶ÉßÆÏÌÑ,6,8,7,10,Ampelopsis,Vitaceae,WD
Amphicarpaea bracteata subsp. edgeworthii,Á½ĞÍ¶¹,NA,NA,NA,NA,Amphicarpaea,Fabaceae,CB
Amygdalus davidiana,É½ÌÒ,3,4,7,8,Amygdalus,Rosaceae,WD
Amygdalus davidiana var. potaninii,ÉÂ¸ÊÉ½ÌÒ,NA,NA,NA,NA,Amygdalus,Rosaceae,WD
Amygdalus kansuensis,¸ÊËàÌÒ,3,4,8,9,Amygdalus,Rosaceae,WD
Amygdalus persica,ÌÒ,3,4,8,9,Amygdalus,Rosaceae,WD
Amygdalus triloba,ÓÜÒ¶Ã·,4,5,5,7,Amygdalus,Rosaceae,WD
Anaphalis aureopunctata,»ÆÏÙÏãÇà,7,9,9,10,Anaphalis,Asteraceae,CB
Anaphalis aureopunctata var. tomentosa,»ÆÏÙÏãÇàÈŞÃ«±äÖÖ,NA,NA,NA,NA,Anaphalis,Asteraceae,CB
Anaphalis flavescens,µ­»ÆÏãÇà,8,9,9,10,Anaphalis,Asteraceae,CB
Anaphalis hancockii,ÁåÁåÏãÇà,6,8,8,9,Anaphalis,Asteraceae,CB
Anaphalis margaritacea,Öé¹âÏãÇà,8,11,8,11,Anaphalis,Asteraceae,CB
Anaphalis margaritacea var. cinnamomea,Öé¹âÏãÇà»ÆºÖ±äÖÖ,NA,NA,NA,NA,Anaphalis,Asteraceae,CB
Anaphalis margaritacea var. japonica,Öé¹âÏãÇàÏßÒ¶±äÖÖ,NA,NA,NA,NA,Anaphalis,Asteraceae,CB
Anaphalis sinica,ÏãÇà,7,9,8,10,Anaphalis,Asteraceae,CB
Anaphalis sinica var. lanata,ÏãÇàÃŞÃ«±äÖÖ,NA,NA,NA,NA,Anaphalis,Asteraceae,CB
Anaphalis sinica var. remota,ÏãÇàÊèÉú±äÖÖ,NA,NA,NA,NA,Anaphalis,Asteraceae,CB
Anchusa ovata,ÀÇ×Ï²İ,5,7,5,7,Anchusa,Boraginaceae,CB
Androcorys ophioglossoides,¶µÈïÀ¼,7,8,9,9,Androcorys,Orchidaceae,CB
Androsace henryi,Á«Ò¶µãµØÃ·,4,5,5,6,Androsace,Primulaceae,CB
Androsace maxima,´ó°úµãµØÃ·,6,7,NA,NA,Androsace,Primulaceae,CB
Androsace umbellata,µãµØÃ·,2,4,5,6,Androsace,Primulaceae,CB
Anemarrhena asphodeloides,ÖªÄ¸,6,9,6,9,Anemarrhena,Liliaceae,CB
Anemone altaica,°¢¶ûÌ©ÒøÁ«»¨,3,5,NA,NA,Anemone,Ranunculaceae,CB
Anemone cathayensis,ÒøÁ«»¨,4,7,NA,NA,Anemone,Ranunculaceae,CB
Anemone cathayensis var. hispida,Ã«ÈïÒøÁ«»¨,NA,NA,NA,NA,Anemone,Ranunculaceae,CB
Anemone demissa var. major,¿íÒ¶Õ¹Ã«ÒøÁ«»¨,6,7,NA,NA,Anemone,Ranunculaceae,CB
Anemone exigua,Ğ¡ÒøÁ«»¨,6,8,NA,NA,Anemone,Ranunculaceae,CB
Anemone flaccida,¶ìÕÆ²İ,4,6,NA,NA,Anemone,Ranunculaceae,CB
Anemone hupehensis,´òÆÆÍë»¨»¨,7,10,NA,NA,Anemone,Ranunculaceae,CB
Anemone hupehensis var. japonica,ÇïÄµµ¤,NA,NA,NA,NA,Anemone,Ranunculaceae,CB
Anemone reflexa,·´İàÒøÁ«»¨,4,5,NA,NA,Anemone,Ranunculaceae,CB
Anemone rivularis,²İÓñÃ·,5,8,NA,NA,Anemone,Ranunculaceae,CB
Anemone rivularis var. flore-minore,Ğ¡»¨²İÓñÃ·,NA,NA,NA,NA,Anemone,Ranunculaceae,CB
Anemone tomentosa,´ó»ğ²İ,7,10,NA,NA,Anemone,Ranunculaceae,CB
Anemone vitifolia,Ò°ÃŞ»¨,7,10,NA,NA,Anemone,Ranunculaceae,CB
Angelica anomala,ÏÁÒ¶µ±¹é,7,8,8,9,Angelica,Apiaceae,CB
Angelica dahurica,°×ÜÆ,7,8,8,9,Angelica,Apiaceae,CB
Angelica dahurica cv. Qibaizhi,Æî°×ÜÆ,NA,NA,NA,NA,Angelica,Apiaceae,CB
Angelica decursiva,²ñ»¨Ç°ºú,8,9,9,11,Angelica,Apiaceae,CB
Angelica laxifoliata,ÊèÒ¶µ±¹é,7,9,8,10,Angelica,Apiaceae,CB
Angelica polymorpha,¹ÕÇÛ,8,9,9,10,Angelica,Apiaceae,CB
Angelica sinensis,µ±¹é,6,7,7,9,Angelica,Apiaceae,CB
Antenoron filiforme,½ğÏß²İ,7,8,9,10,Antenoron,Polygonaceae,CB
Antenoron filiforme var. neofiliforme,¶ÌÃ«½ğÏß²İ,8,10,9,11,Antenoron,Polygonaceae,CB
Anthoxanthum nitens,Ã©Ïã,6,9,6,9,Anthoxanthum,Poaceae,CB
Anthriscus sylvestris,¶ë²Î,4,5,4,5,Anthriscus,Apiaceae,CB
Aphananthe aspera,²ÚÒ¶Ê÷,3,5,8,10,Aphananthe,Ulmaceae,WD
Apios fortunei,ÍÁˆK¶ù,6,8,9,10,Apios,Fabaceae,CB
Apocynum venetum,ÂŞ²¼Âé,4,9,6,12,Apocynum,Apocynaceae,WD
